VIN,SaleDate,Region,State,Plant,Brand,Model,FuelType,No_of_Cylinders,Mileage_mpg,ProductionUnits,SalesUnits,Price,Discount,Revenue,Profit,Year
MAH1410DS39,24-03-2019,East,Jharkhand,Bangalore,Mahindra,XUV 3XO,Petrol,3,32.7,99,99,12.98,30000,110338000,36421427,2019
MAH1410DS40,04-04-2019,West,Maharashtra,Chakan,Mahindra,XUV 3XO,Petrol,3,33.7,109,109,9.66,10000,104749000,26650154,2019
MAH1410DS42,06-04-2019,West,Maharashtra,Zaheerabad,Mahindra,Scorpio-N,Diesel,4,49.4,81,81,21.24,0,142308000,48066637,2019
MAH1410DS41,06-04-2019,South,Kerala,Chakan,Mahindra,XUV 3XO,Diesel,4,44.4,119,119,9.89,40000,105621000,35182138,2019
MAH1410DS43,07-04-2019,East,Bihar,Bangalore,Mahindra,BE 6,EV,0,190.1,60,60,10.55,30000,59280000,14862435,2019
MAH1410DS45,07-04-2019,Export,Nepal,Kandivali,Mahindra,Bolero,Diesel,3,42.9,194,194,9.61,50000,169416000,57921165,2019
MAH1410DS44,07-04-2019,North,Haryana,Kandivali,Mahindra,XUV 400 EV,EV,0,187.8,146,146,16.92,10000,241241000,67689064,2019
MAH1410DS47,09-04-2019,Export,Nepal,Nashik,Mahindra,Bolero,Diesel,3,32.8,200,200,10.38,10000,176643000,49708970,2019
MAH1410DS49,09-04-2019,East,Bihar,Zaheerabad,Mahindra,Bolero,Diesel,3,48.7,161,161,10.19,30000,133532000,36983428,2019
MAH1410DS46,09-04-2019,Export,Sri Lanka,Nashik,Mahindra,Scorpio-N,Petrol,4,33.8,104,104,17.8,50000,145665000,37759123,2019
MAH1410DS48,09-04-2019,East,West Bengal,Chakan,Mahindra,XUV 3XO,Petrol,4,26.8,167,167,9.67,10000,137566000,37557489,2019
MAH1410DS50,10-04-2019,East,West Bengal,Zaheerabad,Mahindra,XUV 700,Diesel,4,42.1,183,183,23.92,10000,384307000,121424000,2019
MAH1410DS51,10-04-2019,Export,South Africa,Nashik,Mahindra,XUV 700,Petrol,4,33,105,105,22.73,0,238665000,73713886,2019
MAH1410DS52,12-04-2019,East,Odisha,Kandivali,Mahindra,Scorpio-N,Petrol,4,43.2,101,101,18.3,20000,178360000,46544676,2019
MAH1410DS53,12-04-2019,West,Goa,Kandivali,Mahindra,XUV 400 EV,EV,0,180.9,114,114,16.1,30000,146740000,39934841,2019
MAH1410DS55,14-04-2019,South,Tamil Nadu,Bangalore,Mahindra,BE 6,EV,0,178.8,92,92,10.53,40000,80574000,24998158,2019
MAH1410DS54,14-04-2019,East,Odisha,Chakan,Mahindra,Bolero,Diesel,3,38.4,70,70,10.51,40000,63922000,20432910,2019
MAH1410DS57,17-04-2019,North,Delhi,Zaheerabad,Mahindra,Thar,Petrol,4,41.6,177,177,16.25,30000,254380000,81898876,2019
MAH1410DS56,17-04-2019,East,Bihar,Chakan,Mahindra,XUV 700,Diesel,4,40.4,144,144,21.77,50000,273304000,81549887,2019
MAH1410DS59,22-04-2019,West,Gujarat,Bangalore,Mahindra,Thar,Petrol,4,41.7,95,95,17.15,10000,138510000,35001778,2019
MAH1410DS58,22-04-2019,West,Goa,Chakan,Mahindra,XUV 700,Petrol,4,35.6,149,149,24.59,0,324588000,94277014,2019
MAH1410DS60,24-04-2019,Export,Nepal,Kandivali,Mahindra,Bolero,Diesel,3,32.2,120,120,10.5,10000,105545000,36433563,2019
MAH1410DS61,26-04-2019,East,Jharkhand,Bangalore,Mahindra,XUV 400 EV,EV,0,189.3,164,164,17.71,40000,248642000,64403915,2019
MAH1410DS62,28-04-2019,West,Gujarat,Bangalore,Mahindra,BE 6,EV,0,167.7,142,142,10.71,50000,142256000,42731702,2019
MAH1410DS63,03-05-2019,North,Delhi,Kandivali,Mahindra,BE 6,EV,0,187.9,100,100,10.28,20000,89584000,26532529,2019
MAH1410DS64,03-05-2019,West,Goa,Bangalore,Mahindra,Bolero,Diesel,3,41.2,174,174,9.56,30000,147737000,42392443,2019
MAH1410DS65,06-05-2019,East,Bihar,Nashik,Mahindra,XUV 700,Petrol,4,44.5,79,79,18.11,50000,119662000,32116894,2019
MAH1410DS66,07-05-2019,North,Punjab,Chakan,Mahindra,BE 6,EV,0,196.9,113,113,10.03,30000,91884000,32113640,2019
MAH1410DS67,08-05-2019,South,Kerala,Chakan,Mahindra,Scorpio-N,Diesel,4,43.4,186,186,17.31,40000,302847000,92724238,2019
MAH1410DS68,10-05-2019,South,Kerala,Zaheerabad,Mahindra,Thar,Diesel,4,48.3,101,101,16.29,0,144981000,45113066,2019
MAH1410DS69,11-05-2019,West,Maharashtra,Zaheerabad,Mahindra,XUV 400 EV,EV,0,192.2,146,146,16.31,20000,236666000,62196574,2019
MAH1410DS70,12-05-2019,South,Tamil Nadu,Kandivali,Mahindra,BE 6,EV,0,178.6,98,98,10.63,40000,82397000,28704286,2019
MAH1410DS71,13-05-2019,South,Kerala,Bangalore,Mahindra,BE 6,EV,0,169.4,59,59,11,50000,54825000,15775251,2019
MAH1410DS72,14-05-2019,South,Kerala,Kandivali,Mahindra,XUV 400 EV,EV,0,189.2,123,123,17.77,0,216794000,71377128,2019
MAH1410DS73,15-05-2019,Export,South Africa,Zaheerabad,Mahindra,XUV 3XO,Petrol,3,38.3,125,125,9.02,30000,99344000,32833794,2019
MAH1410DS74,17-05-2019,East,Bihar,Nashik,Mahindra,XUV 400 EV,EV,0,173.9,180,180,17.13,40000,270880000,69343026,2019
MAH1410DS75,19-05-2019,North,Uttar Pradesh,Zaheerabad,Mahindra,Thar,Petrol,4,26.1,160,160,16.88,40000,226848000,67931005,2019
MAH1410DS76,20-05-2019,West,Gujarat,Nashik,Mahindra,XUV 700,Diesel,4,41.6,96,96,20.5,40000,176610000,54843039,2019
MAH1410DS77,21-05-2019,South,Tamil Nadu,Nashik,Mahindra,XUV 700,Diesel,4,44.8,144,144,21.19,10000,266364000,67624696,2019
MAH1410DS78,23-05-2019,West,Maharashtra,Kandivali,Mahindra,Bolero,Diesel,3,41.1,118,118,10.73,30000,100510000,28556916,2019
MAH1410DS79,24-05-2019,East,Odisha,Nashik,Mahindra,Scorpio-N,Petrol,4,38,159,159,15.32,40000,235872000,77839594,2019
MAH1410DS80,24-05-2019,East,Jharkhand,Nashik,Mahindra,Thar,Petrol,4,36.5,178,178,16.13,20000,234038000,66436424,2019
MAH1410DS81,27-05-2019,East,West Bengal,Kandivali,Mahindra,Scorpio-N,Petrol,4,35.7,167,167,20.66,40000,339636000,106132690,2019
MAH1410DS83,28-05-2019,South,Kerala,Zaheerabad,Mahindra,Bolero,Diesel,3,48.1,76,76,9.97,20000,66129000,20211622,2019
MAH1410DS82,28-05-2019,East,Jharkhand,Kandivali,Mahindra,XUV 700,Diesel,4,40.3,168,168,21.2,50000,320535000,106107499,2019
MAH1410DS85,30-05-2019,Export,Sri Lanka,Nashik,Mahindra,XUV 3XO,Petrol,3,35.2,124,124,11.01,30000,107514000,34673295,2019
MAH1410DS86,30-05-2019,Export,Sri Lanka,Chakan,Mahindra,XUV 3XO,Petrol,3,29.2,77,77,13.58,10000,87945000,24739739,2019
MAH1410DS84,30-05-2019,Export,South Africa,Chakan,Mahindra,XUV 400 EV,EV,0,168.4,68,68,16.62,40000,106730000,31915769,2019
MAH1410DS87,31-05-2019,East,West Bengal,Kandivali,Mahindra,Thar,Diesel,4,41.4,197,197,17.27,40000,327744000,101863253,2019
MAH1410DS88,01-06-2019,East,West Bengal,Nashik,Mahindra,Bolero,Diesel,3,38.4,59,59,10.79,10000,56922000,14633465,2019
MAH1410DS89,02-06-2019,Export,Nepal,Bangalore,Mahindra,XUV 3XO,Diesel,3,31.7,163,163,12.51,0,171387000,48650861,2019
MAH1410DS90,06-06-2019,South,Tamil Nadu,Bangalore,Mahindra,XUV 400 EV,EV,0,177.4,194,194,16.7,40000,264000000,76744112,2019
MAH1410DS91,07-06-2019,West,Maharashtra,Chakan,Mahindra,XUV 400 EV,EV,0,181.3,172,172,16.72,50000,255285000,74033470,2019
MAH1410DS92,09-06-2019,Export,Nepal,Bangalore,Mahindra,XUV 700,Diesel,4,45.6,61,61,24.31,10000,121300000,36066048,2019
MAH1410DS93,12-06-2019,Export,Sri Lanka,Chakan,Mahindra,Bolero,Diesel,3,42.5,119,119,10.6,10000,122380000,32578260,2019
MAH1410DS94,12-06-2019,North,Haryana,Kandivali,Mahindra,Scorpio-N,Petrol,4,35,54,54,18.22,10000,79948000,27900260,2019
MAH1410DS95,15-06-2019,North,Uttar Pradesh,Kandivali,Mahindra,XUV 3XO,Diesel,4,30.5,200,200,12.53,40000,224406000,68081099,2019
MAH1410DS97,20-06-2019,North,Uttar Pradesh,Chakan,Mahindra,XUV 3XO,Petrol,4,38.1,85,85,9.27,50000,72160000,18645838,2019
MAH1410DS96,20-06-2019,South,Tamil Nadu,Chakan,Mahindra,XUV 400 EV,EV,0,150.1,76,76,17.41,20000,105591000,36075019,2019
MAH1410DS98,25-06-2019,South,Tamil Nadu,Kandivali,Mahindra,Scorpio-N,Petrol,4,39.9,174,174,17.93,10000,282504000,98172515,2019
MAH1410DS99,28-06-2019,West,Gujarat,Chakan,Mahindra,XUV 700,Diesel,4,33.2,90,90,19.19,30000,159936000,44692843,2019
MAH1410DS100,29-06-2019,West,Maharashtra,Nashik,Mahindra,Thar,Petrol,4,38.6,60,60,14.8,50000,75660000,19333107,2019
MAH1410DS101,30-06-2019,Export,South Africa,Kandivali,Mahindra,Thar,Petrol,4,42.9,167,167,17.5,50000,281175000,87606254,2019
MAH1410DS102,03-07-2019,South,Kerala,Kandivali,Mahindra,XUV 400 EV,EV,0,176.9,121,121,16.81,20000,197178000,61275539,2019
MAH1410DS103,08-07-2019,West,Gujarat,Bangalore,Mahindra,XUV 700,Diesel,4,32.7,158,158,18.55,20000,289665000,101097414,2019
MAH1410DS104,09-07-2019,North,Uttar Pradesh,Bangalore,Mahindra,BE 6,EV,0,159.2,153,153,10.94,40000,157878000,44953984,2019
MAH1410DS105,09-07-2019,South,Andhra Pradesh,Nashik,Mahindra,XUV 700,Diesel,4,46.4,50,50,23.16,10000,108617000,29730289,2019
MAH1410DS106,11-07-2019,Export,South Africa,Chakan,Mahindra,XUV 400 EV,EV,0,167.5,97,97,16.8,50000,134055000,37809849,2019
MAH1410DS107,15-07-2019,East,West Bengal,Zaheerabad,Mahindra,XUV 700,Diesel,4,41.2,113,113,22.29,50000,231420000,61986602,2019
MAH1410DS108,15-07-2019,West,Goa,Bangalore,Mahindra,XUV 700,Petrol,4,26.1,114,114,23.14,0,249912000,70029568,2019
MAH1410DS109,18-07-2019,East,Jharkhand,Chakan,Mahindra,XUV 400 EV,EV,0,195.5,191,191,17.02,50000,280059000,81423484,2019
MAH1410DS110,20-07-2019,West,Gujarat,Nashik,Mahindra,BE 6,EV,0,179.5,133,133,10.94,10000,138303000,42402701,2019
MAH1410DS111,20-07-2019,Export,South Africa,Kandivali,Mahindra,Thar,Diesel,4,34.4,154,154,15.34,30000,212660000,57570588,2019
MAH1410DS112,21-07-2019,East,Jharkhand,Zaheerabad,Mahindra,Scorpio-N,Petrol,4,40.7,172,172,15.51,30000,251904000,81306560,2019
MAH1410DS113,23-07-2019,West,Gujarat,Bangalore,Mahindra,XUV 400 EV,EV,0,192.2,74,74,16.18,30000,113813000,37472563,2019
MAH1410DS114,24-07-2019,South,Telangana,Bangalore,Mahindra,XUV 3XO,Petrol,3,36.4,181,181,11.67,0,208893000,52361849,2019
MAH1410DS115,31-07-2019,East,West Bengal,Chakan,Mahindra,Scorpio-N,Petrol,4,34.9,66,66,17.19,10000,94270000,26219733,2019
MAH1410DS116,01-08-2019,North,Haryana,Zaheerabad,Mahindra,Scorpio-N,Diesel,4,48,101,101,20.81,30000,192138000,54521581,2019
MAH1410DS117,03-08-2019,West,Gujarat,Nashik,Mahindra,Thar,Diesel,4,34.6,196,196,17.05,50000,275520000,92953245,2019
MAH1410DS118,08-08-2019,West,Maharashtra,Kandivali,Mahindra,Scorpio-N,Diesel,4,39,133,133,19.46,40000,238824000,72533799,2019
MAH1410DS119,13-08-2019,West,Maharashtra,Zaheerabad,Mahindra,Bolero,Diesel,3,34.4,177,177,10.56,0,177408000,52701314,2019
MAH1410DS120,21-08-2019,North,Delhi,Kandivali,Mahindra,Bolero,Diesel,3,39.4,76,76,10.56,30000,63501000,21657163,2019
MAH1410DS121,22-08-2019,North,Uttar Pradesh,Nashik,Mahindra,BE 6,EV,0,177.6,195,195,10.2,20000,185840000,49513331,2019
MAH1410DS122,22-08-2019,Export,South Africa,Chakan,Mahindra,Thar,Diesel,4,33.1,121,121,14.63,10000,144342000,46722347,2019
MAH1410DS123,24-08-2019,East,West Bengal,Zaheerabad,Mahindra,BE 6,EV,0,173.9,83,83,10.23,0,68541000,20858871,2019
MAH1410DS124,24-08-2019,Export,Nepal,Zaheerabad,Mahindra,XUV 700,Diesel,4,33.5,72,72,23.68,30000,134121000,37123768,2019
MAH1410DS125,25-08-2019,South,Tamil Nadu,Bangalore,Mahindra,Thar,Petrol,4,34.8,127,127,16.95,20000,200515000,56482584,2019
MAH1410DS126,28-08-2019,North,Haryana,Chakan,Mahindra,BE 6,EV,0,174.6,71,71,10.02,30000,70077000,19918386,2019
MAH1410DS127,31-08-2019,South,Tamil Nadu,Nashik,Mahindra,XUV 700,Diesel,4,40.5,179,179,19.84,20000,290178000,95801051,2019
MAH1410DS128,01-09-2019,Export,South Africa,Bangalore,Mahindra,BE 6,EV,0,156.5,143,143,10.62,30000,126687000,43334968,2019
MAH1410DS129,02-09-2019,West,Maharashtra,Zaheerabad,Mahindra,Bolero,Diesel,3,36.5,104,104,10.74,30000,91074000,27550878,2019
MAH1410DS130,04-09-2019,Export,Sri Lanka,Bangalore,Mahindra,Bolero,Diesel,3,48.4,57,57,9.28,40000,41768000,12000339,2019
MAH1410DS131,06-09-2019,North,Rajasthan,Zaheerabad,Mahindra,BE 6,EV,0,182.8,133,133,10.51,40000,118565000,40342839,2019
MAH1410DS132,06-09-2019,North,Punjab,Bangalore,Mahindra,Bolero,Diesel,3,32.3,197,197,9.23,20000,155210000,46671729,2019
MAH1410DS133,06-09-2019,West,Goa,Zaheerabad,Mahindra,Bolero,Diesel,3,44,177,177,9.81,20000,144679000,42786527,2019
MAH1410DS134,06-09-2019,North,Haryana,Kandivali,Mahindra,XUV 3XO,Diesel,4,33.5,100,100,10.74,30000,90015000,31150702,2019
MAH1410DS135,10-09-2019,North,Punjab,Kandivali,Mahindra,BE 6,EV,0,157.1,72,72,10.36,40000,69088000,18062898,2019
MAH1410DS136,11-09-2019,West,Gujarat,Nashik,Mahindra,XUV 400 EV,EV,0,172.1,156,156,17.63,30000,216752000,71280546,2019
MAH1410DS137,12-09-2019,North,Uttar Pradesh,Nashik,Mahindra,BE 6,EV,0,196.5,151,151,10.05,50000,147000000,41413120,2019
MAH1410DS138,13-09-2019,West,Goa,Kandivali,Mahindra,Thar,Petrol,4,41.5,132,132,17.15,50000,216320000,60099361,2019
MAH1410DS139,14-09-2019,East,Odisha,Zaheerabad,Mahindra,Bolero,Diesel,3,44.3,171,171,10.76,10000,158508000,43382992,2019
MAH1410DS140,17-09-2019,East,West Bengal,Kandivali,Mahindra,BE 6,EV,0,160.9,94,94,10.9,20000,83160000,22101244,2019
MAH1410DS141,18-09-2019,East,Odisha,Chakan,Mahindra,XUV 400 EV,EV,0,181.2,96,96,16.28,0,146520000,50531133,2019
MAH1410DS142,19-09-2019,East,Jharkhand,Kandivali,Mahindra,XUV 700,Diesel,4,43,192,192,24.42,0,442002000,112901210,2019
MAH1410DS143,20-09-2019,East,Bihar,Bangalore,Mahindra,BE 6,EV,0,170.6,74,74,10,50000,60450000,16977110,2019
MAH1410DS144,22-09-2019,South,Tamil Nadu,Zaheerabad,Mahindra,BE 6,EV,0,193.9,179,179,10.12,0,170016000,53850730,2019
MAH1410DS145,22-09-2019,South,Kerala,Nashik,Mahindra,Thar,Diesel,4,34.2,87,87,17.98,40000,152908000,43732194,2019
MAH1410DS147,26-09-2019,West,Maharashtra,Nashik,Mahindra,Bolero,Diesel,3,43.7,122,122,10.46,30000,112379000,28891266,2019
MAH1410DS146,26-09-2019,East,Jharkhand,Nashik,Mahindra,Thar,Diesel,4,44,132,132,16.74,10000,176914000,53014422,2019
MAH1410DS148,27-09-2019,South,Telangana,Bangalore,Mahindra,Thar,Petrol,4,29.3,73,73,16.63,0,118073000,31068107,2019
MAH1410DS149,28-09-2019,South,Andhra Pradesh,Chakan,Mahindra,Thar,Petrol,4,36.3,54,54,17.98,10000,93236000,28341945,2019
MAH1410DS150,28-09-2019,North,Delhi,Zaheerabad,Mahindra,XUV 400 EV,EV,0,187.6,157,157,16.24,20000,219504000,61435694,2019
MAH1410DS151,30-09-2019,Export,Nepal,Kandivali,Mahindra,XUV 3XO,Diesel,4,44.2,165,165,12.15,0,179820000,49755660,2019
MAH1410DS152,02-10-2019,West,Maharashtra,Chakan,Mahindra,Scorpio-N,Diesel,4,32.9,107,107,19.02,10000,182112000,47605272,2019
MAH1410DS153,02-10-2019,North,Delhi,Chakan,Mahindra,XUV 3XO,Petrol,4,33.2,128,128,13.82,30000,155838000,48866410,2019
MAH1410DS154,05-10-2019,North,Uttar Pradesh,Kandivali,Mahindra,XUV 700,Petrol,4,27.6,85,85,18.48,20000,150716000,41487761,2019
MAH1410DS155,12-10-2019,North,Punjab,Bangalore,Mahindra,Bolero,Diesel,3,34.9,186,186,10.41,40000,186843000,56327899,2019
MAH1410DS156,12-10-2019,East,West Bengal,Chakan,Mahindra,Bolero,Diesel,3,37,94,94,10.05,20000,85570000,24938118,2019
MAH1410DS157,15-10-2019,West,Goa,Bangalore,Mahindra,XUV 3XO,Petrol,3,34.3,111,111,10.08,10000,91273000,27710035,2019
MAH1410DS158,17-10-2019,West,Goa,Kandivali,Mahindra,Thar,Petrol,4,42.7,130,130,17.83,30000,201552000,54472985,2019
MAH1410DS159,20-10-2019,Export,South Africa,Zaheerabad,Mahindra,XUV 3XO,Petrol,3,39,169,169,10.17,40000,168493000,50222714,2019
MAH1410DS160,23-10-2019,East,West Bengal,Bangalore,Mahindra,Thar,Diesel,4,43.1,134,134,17.84,40000,197568000,56602072,2019
MAH1410DS162,24-10-2019,Export,Sri Lanka,Zaheerabad,Mahindra,XUV 3XO,Petrol,3,33.7,102,102,13.58,20000,121320000,41240385,2019
MAH1410DS161,24-10-2019,South,Andhra Pradesh,Zaheerabad,Mahindra,XUV 400 EV,EV,0,169.6,98,98,16.11,0,143379000,45072090,2019
MAH1410DS163,25-10-2019,East,Odisha,Bangalore,Mahindra,XUV 400 EV,EV,0,193.9,124,124,16.63,10000,192328000,58190069,2019
MAH1410DS164,26-10-2019,West,Goa,Chakan,Mahindra,Bolero,Diesel,3,45.6,199,199,10.88,0,206720000,63300700,2019
MAH1410DS165,30-10-2019,Export,Nepal,Chakan,Mahindra,Thar,Petrol,4,40.8,194,194,15.88,30000,253253000,82732036,2019
MAH1410DS166,01-11-2019,East,West Bengal,Zaheerabad,Mahindra,XUV 700,Petrol,4,27.4,194,194,19.28,40000,307188000,93488878,2019
MAH1410DS167,03-11-2019,East,Bihar,Chakan,Mahindra,XUV 700,Petrol,4,34,93,93,23.1,40000,174040000,57557109,2019
MAH1410DS168,07-11-2019,East,Odisha,Kandivali,Mahindra,Bolero,Diesel,3,35.3,124,124,9.37,10000,114636000,35744709,2019
MAH1410DS169,08-11-2019,East,Odisha,Zaheerabad,Mahindra,Thar,Diesel,4,48.1,82,82,17.99,30000,142720000,39881594,2019
MAH1410DS170,09-11-2019,Export,Sri Lanka,Zaheerabad,Mahindra,Bolero,Diesel,3,31.6,180,180,9.24,40000,158200000,51570151,2019
MAH1410DS171,10-11-2019,East,Odisha,Kandivali,Mahindra,XUV 700,Diesel,4,31.6,92,92,19.41,30000,173340000,52527387,2019
MAH1410DS172,11-11-2019,West,Goa,Zaheerabad,Mahindra,XUV 3XO,Petrol,4,40,128,128,11.77,40000,135369000,39793753,2019
MAH1410DS173,12-11-2019,West,Maharashtra,Chakan,Mahindra,XUV 400 EV,EV,0,152.2,195,195,17.54,0,315720000,106182156,2019
MAH1410DS174,14-11-2019,Export,Sri Lanka,Kandivali,Mahindra,Bolero,Diesel,3,44.5,187,187,9.73,40000,142950000,36655253,2019
MAH1410DS175,14-11-2019,South,Kerala,Bangalore,Mahindra,Thar,Petrol,4,43,112,112,17.82,30000,197904000,54204370,2019
MAH1410DS176,15-11-2019,East,West Bengal,Chakan,Mahindra,XUV 3XO,Diesel,4,32.6,193,193,13.5,0,236250000,60176392,2019
MAH1410DS177,16-11-2019,South,Tamil Nadu,Nashik,Mahindra,Bolero,Diesel,3,41,107,107,10.13,10000,86688000,24710215,2019
MAH1410DS178,22-11-2019,South,Andhra Pradesh,Bangalore,Mahindra,XUV 400 EV,EV,0,163.8,100,100,17.82,40000,140960000,46331956,2019
MAH1410DS179,22-11-2019,East,Odisha,Nashik,Mahindra,XUV 700,Diesel,4,31.6,103,103,19.39,30000,196248000,65349257,2019
MAH1410DS180,26-11-2019,Export,South Africa,Chakan,Mahindra,BE 6,EV,0,159.8,176,176,10.65,10000,177020000,51057609,2019
MAH1410DS181,26-11-2019,West,Maharashtra,Kandivali,Mahindra,Bolero,Diesel,3,36.6,170,170,10.99,10000,184886000,57712509,2019
MAH1410DS182,29-11-2019,South,Tamil Nadu,Chakan,Mahindra,XUV 400 EV,EV,0,196.2,80,80,16.79,10000,120528000,42009094,2019
MAH1410DS183,01-12-2019,North,Punjab,Bangalore,Mahindra,Thar,Petrol,4,39.7,71,71,14.23,30000,78848000,22038414,2019
MAH1410DS184,03-12-2019,South,Tamil Nadu,Chakan,Mahindra,XUV 700,Diesel,4,47.4,102,102,22.43,0,224300000,58530456,2019
MAH1410DS186,04-12-2019,North,Delhi,Kandivali,Mahindra,BE 6,EV,0,188.6,146,146,10.68,40000,137288000,41910682,2019
