VIN,SaleDate,Region,State,Plant,Brand,Model,FuelType,No_of_Cylinders,Mileage_mpg,ProductionUnits,SalesUnits,Price,Discount,Revenue,Profit,Year
VIN100166,21-10-2019,East,Haryana,Gurgaon,Skoda,Skoda Kodiaq,Petrol,3,13.57,71.3,135.4,3500000,2125.08,7531417505,766779222.4,2019
VIN100174,23-05-2019,South,Gujarat,Pune,Skoda,Skoda Kyliaq,Hybrid,3,24.61,125.6,223.8,1200000,3656.64,880215696,135590588.1,2019
VIN100199,10-06-2019,Central,Karnataka,Pune,Skoda,Skoda Slavia,Diesel,3,14.08,112.5,116.6,2100000,3182.96,1107193448,217358089.8,2019
VIN100215,25-09-2019,South,Tamil Nadu,Lucknow,Skoda,Skoda Kodiaq,Petrol,3,21.14,236.7,263.6,3600000,1730.68,5758350727,1367772253,2019
VIN100218,26-02-2019,East,Gujarat,Chennai,Skoda,Skoda Kyliaq,Diesel,4,22.75,53.9,85.6,3600000,1794.28,1646031209,266320245,2019
VIN100219,06-03-2019,South,Uttar Pradesh,Gurgaon,Skoda,Skoda Slavia,Electric,3,16.45,327.4,111,3400000,1896.6,2413861200,564193987.6,2019
VIN100223,25-12-2019,Central,Uttar Pradesh,Pune,Skoda,Skoda Kushaq,Petrol,6,12.94,307,371,1100000,3109.56,556109984,87824443.24,2019
VIN100242,05-02-2019,East,Uttar Pradesh,Gurgaon,Skoda,Skoda Kyliaq,Hybrid,3,19.66,250.1,349.2,3500000,3313.4,11098951920,1317798974,2019
VIN100244,23-02-2019,West,Tamil Nadu,Bangalore,Skoda,Skoda Kushaq,Hybrid,3,15.58,400,400.8,1700000,2863.2,2709690880,488271841.9,2019
VIN100267,20-04-2019,West,Uttar Pradesh,Gurgaon,Skoda,Skoda Kushaq,Hybrid,6,23.53,350.4,117.8,2200000,1094.24,1753323708,332945268.4,2019
VIN100269,01-05-2019,Central,Tamil Nadu,Chennai,Skoda,Skoda Kodiaq,Electric,4,14.07,129.4,119.4,1900000,1507.48,5069215986,765126946.3,2019
VIN100277,27-07-2019,South,Uttar Pradesh,Pune,Skoda,Skoda Kyliaq,Petrol,6,20.69,333,602.8,2500000,1221.36,5620504616,1098295073,2019
VIN100283,20-10-2019,Central,Tamil Nadu,Chennai,Skoda,Skoda Kyliaq,Electric,3,22.24,436.2,521.6,2600000,822.84,1462536243,239534604.6,2019
VIN100290,28-12-2019,East,Maharashtra,Lucknow,Skoda,Skoda Kodiaq,Electric,6,18.2,444.2,788.6,3700000,821.2,1953798570,398780169.3,2019
VIN100295,19-10-2019,Central,Karnataka,Bangalore,Skoda,Skoda Kushaq,Petrol,6,16.59,174,120.8,2100000,2018.08,5664950672,842992292.6,2019
VIN100309,15-07-2019,East,Maharashtra,Pune,Skoda,Skoda Kyliaq,Petrol,6,21.29,53.3,92.2,2900000,2703.2,9525428460,1543293271,2019
VIN100310,13-06-2019,North,Tamil Nadu,Chennai,Skoda,Skoda Kyliaq,Hybrid,6,17.54,464,575,2100000,1750.44,7270861104,1327777883,2019
VIN100318,11-03-2019,Central,Gujarat,Bangalore,Skoda,Skoda Kushaq,Petrol,4,21.3,413.9,501.8,1500000,2916.12,5006256276,875792205.9,2019
VIN100349,25-03-2019,East,Karnataka,Pune,Skoda,Skoda Kodiaq,Diesel,3,17.3,163.4,276.6,1300000,2332.08,4619116560,734699348.1,2019
VIN100350,09-02-2019,North,Haryana,Lucknow,Skoda,Skoda Kyliaq,Petrol,6,15.15,174.7,250.6,1100000,2383.32,899960705,127020389.4,2019
VIN100353,17-12-2019,East,Maharashtra,Chennai,Skoda,Skoda Slavia,Diesel,6,12.64,341.9,563.6,3400000,3714.56,9266595072,1848341346,2019
VIN100362,27-12-2019,South,Maharashtra,Gurgaon,Skoda,Skoda Kodiaq,Petrol,6,12.27,451.7,903.4,2700000,1441.88,6801072009,1076006430,2019
VIN100363,17-09-2019,East,Uttar Pradesh,Gurgaon,Skoda,Skoda Slavia,Hybrid,6,14.48,94.4,126,1500000,1709.6,918073800,125037760.7,2019
VIN100364,19-03-2019,Central,Uttar Pradesh,Gurgaon,Skoda,Skoda Kyliaq,Electric,3,12.83,97.9,122.6,2400000,2737.4,1429249345,164566123.4,2019
VIN100366,03-07-2019,East,Karnataka,Lucknow,Skoda,Skoda Kyliaq,Petrol,4,21.23,295.8,345.2,1800000,2746.48,2988289388,740530510.3,2019
VIN100370,20-01-2019,North,Karnataka,Ahmedabad,Skoda,Skoda Kyliaq,Hybrid,3,13.16,405.5,305.8,1000000,1117.56,1486281269,228574191.1,2019
VIN100382,26-06-2019,West,Maharashtra,Bangalore,Skoda,Skoda Kushaq,Hybrid,4,15.41,171.1,216.6,1300000,3301.04,1318524342,322838551.4,2019
VIN100383,04-08-2019,South,Uttar Pradesh,Gurgaon,Skoda,Skoda Slavia,Hybrid,3,16.41,214.2,330.4,3500000,3785.48,5625659676,1021460865,2019
VIN100385,08-12-2019,East,Maharashtra,Gurgaon,Skoda,Skoda Kushaq,Electric,3,15.76,109,207.2,2600000,3066.52,2614177132,306191934,2019
VIN100388,05-05-2019,South,Gujarat,Gurgaon,Skoda,Skoda Kushaq,Hybrid,3,13.58,370.2,698.4,2100000,1164.28,7231558356,1251068786,2019
VIN100395,24-03-2019,North,Maharashtra,Bangalore,Skoda,Skoda Kushaq,Electric,4,21.39,210.9,196,2600000,1767.88,2504686940,410436162.8,2019
VIN100406,09-04-2019,North,Haryana,Gurgaon,Skoda,Skoda Kyliaq,Petrol,3,12.8,476.4,921.6,1700000,2304.92,7568073216,1597656490,2019
VIN100410,05-09-2019,North,Gujarat,Pune,Skoda,Skoda Kodiaq,Diesel,4,20.28,237.3,125.8,3400000,1621.08,2113108517,250926645.4,2019
VIN100423,12-04-2019,Central,Karnataka,Ahmedabad,Skoda,Skoda Kyliaq,Electric,6,19.5,61.3,106,2600000,1763.48,1354633890,298973790.6,2019
VIN100438,05-01-2019,South,Gujarat,Pune,Skoda,Skoda Slavia,Diesel,3,21.04,397.2,149.4,3300000,1216,2442391200,373218955.8,2019
VIN100450,24-12-2019,South,Karnataka,Gurgaon,Skoda,Skoda Kodiaq,Electric,3,16.16,329,329.8,2300000,1622.96,3725793474,447028546.9,2019
VIN100452,12-09-2019,East,Haryana,Gurgaon,Skoda,Skoda Kyliaq,Diesel,3,17.35,90.7,98,4000000,3207.72,1920705430,377514671.6,2019
VIN100458,19-10-2019,East,Gujarat,Lucknow,Skoda,Skoda Slavia,Petrol,3,17.51,418.8,87,3200000,2184.52,1368243345,295028706.5,2019
VIN100461,21-10-2019,South,Karnataka,Gurgaon,Skoda,Skoda Kodiaq,Electric,6,24.67,212.7,123.4,1600000,2840.16,943390532,227918967,2019
VIN100474,12-01-2019,South,Haryana,Bangalore,Skoda,Skoda Kushaq,Electric,3,19.99,162.7,256.8,2000000,1818.48,2509626792,432735498.8,2019
VIN100480,26-01-2019,North,Karnataka,Bangalore,Skoda,Skoda Kushaq,Electric,6,24.99,306.8,544.8,2400000,3989.84,6265891896,1119012727,2019
VIN100486,17-09-2019,South,Gujarat,Ahmedabad,Skoda,Skoda Kushaq,Hybrid,4,17.02,123.6,114.8,1600000,1936.84,890606346,214254586.6,2019
VIN100487,23-06-2019,North,Karnataka,Bangalore,Skoda,Skoda Kodiaq,Petrol,6,13.36,339.3,120,2500000,3020.84,1454687400,179631395.3,2019
VIN100498,04-04-2019,Central,Haryana,Chennai,Skoda,Skoda Slavia,Diesel,6,21.12,109.9,89.2,3100000,2893.2,1350340820,226624246.6,2019
VIN100503,02-06-2019,Central,Tamil Nadu,Ahmedabad,Skoda,Skoda Slavia,Electric,4,22.25,321,144.2,3600000,2660.44,2547645569,567296866.1,2019
VIN100505,12-09-2019,South,Karnataka,Chennai,Skoda,Skoda Kushaq,Diesel,4,20.04,372.5,673.6,3500000,3240.76,11515128008,2150281055,2019
VIN100508,28-10-2019,North,Karnataka,Lucknow,Skoda,Skoda Slavia,Electric,3,20.59,368.3,240.4,3400000,2263.68,4018776416,512518599.8,2019
VIN100509,20-05-2019,East,Gujarat,Chennai,Skoda,Skoda Slavia,Hybrid,6,22.86,130.6,207,1600000,3713.24,1559919915,198294456.4,2019
VIN100513,24-05-2019,East,Uttar Pradesh,Gurgaon,Skoda,Skoda Slavia,Diesel,6,24.59,421.1,622,1600000,3558.56,4699321960,990539978.8,2019
VIN100522,12-06-2019,West,Tamil Nadu,Lucknow,Skoda,Skoda Kyliaq,Diesel,6,23.51,411.3,325.2,1500000,2874.64,2322145884,336940207.8,2019
VIN100530,24-05-2019,Central,Karnataka,Ahmedabad,Skoda,Skoda Kodiaq,Diesel,3,14.44,314.1,507.4,1500000,2992.2,3615719715,885864102.7,2019
VIN100539,27-05-2019,North,Maharashtra,Ahmedabad,Skoda,Skoda Slavia,Petrol,4,14.45,301.1,184.2,4000000,2319.56,3630592131,591587148.4,2019
VIN100549,15-12-2019,East,Tamil Nadu,Lucknow,Skoda,Skoda Kodiaq,Electric,3,15.21,357.1,124,2700000,1295.2,1653924400,408943566.6,2019
VIN100551,05-03-2019,North,Gujarat,Gurgaon,Skoda,Skoda Slavia,Petrol,4,17.76,243.2,355.8,1400000,2626.48,2373787302,518806209.1,2019
VIN100564,22-06-2019,South,Uttar Pradesh,Gurgaon,Skoda,Skoda Kushaq,Hybrid,6,13.66,239.9,132.8,1200000,2561.88,754272792,84711027.92,2019
VIN100577,01-02-2019,South,Haryana,Bangalore,Skoda,Skoda Kyliaq,Petrol,6,19.58,62.4,119,1000000,2633.76,555822820,124735809.4,2019
VIN100581,08-12-2019,South,Maharashtra,Chennai,Skoda,Skoda Kushaq,Hybrid,4,14.72,118.6,121.8,3600000,2097.68,2160462822,426759487.1,2019
VIN100597,01-04-2019,West,Karnataka,Chennai,Skoda,Skoda Kodiaq,Diesel,4,21.07,145.4,171.4,2600000,2519,2174230425,538463227.9,2019
VIN100598,28-02-2019,East,Tamil Nadu,Chennai,Skoda,Skoda Kodiaq,Diesel,3,17.45,136.1,172.8,3600000,3361.96,3037781664,458951668.6,2019
VIN100600,14-04-2019,South,Karnataka,Ahmedabad,Skoda,Skoda Kyliaq,Petrol,4,12.81,188.3,111.6,2000000,3739.56,1063833138,205656034.9,2019
VIN100605,07-08-2019,East,Karnataka,Pune,Skoda,Skoda Kodiaq,Electric,3,24.92,181.2,247.6,2000000,2480.96,2399214288,317836563.7,2019
VIN100614,06-08-2019,West,Uttar Pradesh,Lucknow,Skoda,Skoda Kyliaq,Diesel,4,18.8,406.9,706.4,4000000,2889.92,13872820064,1758645288,2019
VIN100633,24-04-2019,West,Uttar Pradesh,Pune,Skoda,Skoda Kushaq,Hybrid,6,17.56,349.2,514.2,3900000,2231.36,9883479336,2355187451,2019
VIN100645,05-01-2019,West,Karnataka,Bangalore,Skoda,Skoda Kodiaq,Petrol,4,12.22,116.8,103.6,2600000,2297.08,1317052814,150210205.6,2019
VIN100665,05-02-2019,Central,Maharashtra,Pune,Skoda,Skoda Kushaq,Hybrid,6,22.98,167.4,161.4,3600000,3630.84,2831947803,437884098.4,2019
VIN100667,14-02-2019,West,Gujarat,Chennai,Skoda,Skoda Slavia,Petrol,6,15.44,134.1,210.2,1300000,1239.24,1333738969,307712999,2019
VIN100674,18-11-2019,North,Gujarat,Pune,Skoda,Skoda Kodiaq,Petrol,3,12.59,446.4,601,1000000,2474.52,2819101685,335552492.3,2019
VIN100681,11-11-2019,South,Karnataka,Lucknow,Skoda,Skoda Slavia,Electric,6,14.13,272.3,84.4,1900000,2907.84,771122288,125022746.9,2019
VIN100684,14-04-2019,East,Uttar Pradesh,Pune,Skoda,Skoda Kyliaq,Hybrid,4,14.78,291.4,161.6,2600000,3816.76,2023701448,438296162.7,2019
VIN100690,06-05-2019,North,Karnataka,Chennai,Skoda,Skoda Slavia,Petrol,6,20.68,270.3,383,2800000,3213.52,5208152730,928918884.4,2019
VIN100708,12-10-2019,Central,Maharashtra,Gurgaon,Skoda,Skoda Kyliaq,Petrol,3,17.92,254.3,346.2,1100000,2707.2,1786945920,443399505,2019
VIN100716,02-12-2019,South,Uttar Pradesh,Bangalore,Skoda,Skoda Kyliaq,Electric,4,22.9,279.6,501.6,3000000,1034.64,7459128072,1527743093,2019
VIN100718,26-06-2019,North,Haryana,Ahmedabad,Skoda,Skoda Kodiaq,Electric,3,19.65,461.5,803.6,2800000,874.36,11162570538,2788868202,2019
VIN100722,02-09-2019,South,Tamil Nadu,Ahmedabad,Skoda,Skoda Slavia,Petrol,3,20.03,428.4,179.8,3500000,1668.32,3109004508,769403748.1,2019
VIN100734,13-10-2019,East,Gujarat,Gurgaon,Skoda,Skoda Kyliaq,Electric,6,23.34,74.3,108.6,2900000,2509.36,1540635438,235900990,2019
VIN100736,01-05-2019,West,Tamil Nadu,Pune,Skoda,Skoda Slavia,Petrol,3,24.27,495.7,247,4000000,3982.28,4817047105,752043599.3,2019
VIN100744,05-07-2019,North,Karnataka,Gurgaon,Skoda,Skoda Kyliaq,Hybrid,4,12.23,249.2,458.2,1000000,2698.28,2136456013,441495399.3,2019
VIN100753,04-02-2019,North,Tamil Nadu,Chennai,Skoda,Skoda Kyliaq,Petrol,6,18.32,240.2,161,2700000,2995.84,2113208720,466563790.4,2019
VIN100758,21-04-2019,South,Haryana,Ahmedabad,Skoda,Skoda Kyliaq,Petrol,3,17.85,152.6,155.8,3900000,2670.76,2986086949,571488128.6,2019
VIN100762,23-06-2019,North,Maharashtra,Ahmedabad,Skoda,Skoda Slavia,Petrol,3,18.12,194.6,387.2,3100000,1444.48,5931687168,1456599145,2019
VIN100768,05-06-2019,West,Maharashtra,Gurgaon,Skoda,Skoda Slavia,Diesel,4,20.47,484.4,114,2500000,1005.52,1410671340,188550739.3,2019
VIN100771,20-06-2019,Central,Gujarat,Chennai,Skoda,Skoda Kyliaq,Petrol,3,24.05,176.7,306,3900000,3346.92,5838980310,1278467753,2019
VIN100789,10-10-2019,Central,Karnataka,Bangalore,Skoda,Skoda Slavia,Petrol,6,14.59,434.8,419.2,2400000,3201,4862667600,824481941.4,2019
VIN100791,06-01-2019,West,Uttar Pradesh,Pune,Skoda,Skoda Kyliaq,Electric,3,23.09,386.5,531.8,3200000,1899.44,8382534726,1569425355,2019
VIN100794,26-03-2019,Central,Uttar Pradesh,Pune,Skoda,Skoda Kodiaq,Hybrid,3,21.82,439.9,146.4,3600000,1946.56,2599577952,565110442,2019
VIN100798,19-01-2019,North,Uttar Pradesh,Gurgaon,Skoda,Skoda Kyliaq,Hybrid,4,13.52,418.9,832.8,3800000,2447.76,15568388184,2604828826,2019
VIN100799,04-03-2019,East,Uttar Pradesh,Ahmedabad,Skoda,Skoda Kodiaq,Hybrid,3,13.23,129.3,121.6,3300000,3328.2,1955811360,406680072.2,2019
VIN100812,20-03-2019,East,Tamil Nadu,Gurgaon,Skoda,Skoda Slavia,Petrol,3,19.01,467.4,916.4,1600000,934.12,7224196554,1104246334,2019
VIN100815,01-09-2019,West,Gujarat,Gurgaon,Skoda,Skoda Slavia,Diesel,4,20.66,493.5,701.6,1400000,2721.56,4672519188,1075457161,2019
VIN100816,11-07-2019,Central,Gujarat,Bangalore,Skoda,Skoda Slavia,Hybrid,4,20.95,68,100.4,2900000,3506.24,1411796688,346635004.6,2019
VIN100828,22-02-2019,South,Karnataka,Lucknow,Skoda,Skoda Kodiaq,Diesel,4,17.5,281.2,537.8,3700000,904.8,9888474820,1650347254,2019
VIN100835,08-04-2019,South,Gujarat,Pune,Skoda,Skoda Kyliaq,Hybrid,3,22.48,331.6,437,3600000,3926.72,7651502920,978407800.5,2019
VIN100838,22-12-2019,South,Tamil Nadu,Ahmedabad,Skoda,Skoda Slavia,Diesel,6,12.74,282.2,92.6,1600000,1829.32,719625621,158771002.9,2019
VIN100843,05-08-2019,South,Uttar Pradesh,Chennai,Skoda,Skoda Slavia,Diesel,3,17.29,334.9,289.4,1500000,2182.6,2091544445,289262431,2019
VIN100847,27-12-2019,East,Karnataka,Chennai,Skoda,Skoda Kodiaq,Hybrid,4,17.97,344.5,307.8,2100000,2405,3139367625,516396905.4,2019
VIN100850,14-02-2019,East,Haryana,Pune,Skoda,Skoda Kushaq,Diesel,4,13.93,259.5,464,3600000,3782.44,8132618480,1887906989,2019
VIN100852,26-05-2019,South,Maharashtra,Gurgaon,Skoda,Skoda Kyliaq,Electric,6,14.07,345.6,428.2,1900000,3138.64,3899904294,458082224.5,2019
VIN100858,12-12-2019,Central,Haryana,Bangalore,Skoda,Skoda Kyliaq,Petrol,6,17.48,411.2,215,3400000,1050.16,3626776950,784027687.7,2019
VIN100871,08-10-2019,North,Haryana,Pune,Skoda,Skoda Kyliaq,Diesel,4,22.26,421.7,838.4,1700000,882.72,7033890944,906253848.3,2019
VIN100874,16-09-2019,South,Uttar Pradesh,Ahmedabad,Skoda,Skoda Kodiaq,Electric,4,17.21,221.9,114.8,2300000,1263.32,1302071358,151414659.7,2019
VIN100877,26-03-2019,North,Tamil Nadu,Gurgaon,Skoda,Skoda Slavia,Petrol,4,24.85,309.1,388.2,3500000,3884,6605028900,828595523.5,2019
VIN100878,24-01-2019,North,Haryana,Bangalore,Skoda,Skoda Kodiaq,Petrol,3,16.83,239,262.6,2500000,1718.72,3226083016,543353477.7,2019
VIN100884,05-07-2019,East,Maharashtra,Chennai,Skoda,Skoda Kyliaq,Electric,3,12.44,277.7,490.2,3300000,1099.72,8020914657,1974177869,2019
VIN100887,28-11-2019,South,Haryana,Bangalore,Skoda,Skoda Kyliaq,Petrol,6,20.04,495.9,385,2000000,2587.28,3725487150,885195969.4,2019
VIN100890,02-03-2019,South,Karnataka,Lucknow,Skoda,Skoda Kushaq,Hybrid,6,14.09,328.4,348.6,2700000,3281,4563130425,661174655.9,2019
VIN100897,14-04-2019,North,Tamil Nadu,Ahmedabad,Skoda,Skoda Kyliaq,Petrol,6,15.69,359.1,271,1200000,1694.88,1568585940,335445762.8,2019
VIN100906,14-05-2019,North,Uttar Pradesh,Pune,Skoda,Skoda Kushaq,Petrol,3,24.15,192.8,85.8,3500000,3363.76,1465423674,361832495.4,2019
VIN100925,23-06-2019,Central,Haryana,Lucknow,Skoda,Skoda Slavia,Diesel,6,23.03,275,154,2900000,2322.8,2188286100,391237580.3,2019
VIN100932,05-11-2019,North,Karnataka,Bangalore,Skoda,Skoda Kyliaq,Diesel,3,20.39,377.4,491.2,2800000,3631.08,6653851688,772181619.8,2019
VIN100937,22-06-2019,West,Gujarat,Gurgaon,Skoda,Skoda Kushaq,Hybrid,3,15.79,441.6,665.6,1700000,841.16,5587615488,1091819953,2019
VIN100938,10-12-2019,Central,Tamil Nadu,Pune,Skoda,Skoda Slavia,Petrol,6,24.05,245.3,411.4,3000000,2656.68,6034380231,1217789161,2019
VIN100950,22-04-2019,Central,Karnataka,Bangalore,Skoda,Skoda Slavia,Electric,6,24.41,414.1,610.6,2500000,3557.56,7360969233,1615391092,2019
VIN100952,05-12-2019,Central,Maharashtra,Chennai,Skoda,Skoda Kodiaq,Hybrid,4,19.18,340.8,475,1800000,2641.4,4118166875,909583451.5,2019
VIN100965,26-11-2019,Central,Uttar Pradesh,Pune,Skoda,Skoda Slavia,Electric,3,13.97,66.6,94.8,2200000,2875.28,1008727932,219311924,2019
VIN100970,12-11-2019,South,Karnataka,Bangalore,Skoda,Skoda Kodiaq,Electric,6,15.94,196.4,283.4,2500000,1948.48,3473475096,495598218.2,2019
VIN100972,10-10-2019,Central,Karnataka,Gurgaon,Skoda,Skoda Kyliaq,Diesel,4,14,258.1,320.2,3000000,1012.68,4762467483,769002857.2,2019
VIN100974,05-11-2019,North,Maharashtra,Gurgaon,Skoda,Skoda Kushaq,Hybrid,6,21.55,192.9,272.8,1000000,936.04,1332081036,262108457.3,2019
VIN100984,26-07-2019,South,Uttar Pradesh,Lucknow,Skoda,Skoda Kodiaq,Hybrid,6,19.42,109.6,136.8,2800000,970.64,1898602056,454070512.3,2019
VIN101000,20-07-2019,West,Tamil Nadu,Pune,Skoda,Skoda Slavia,Electric,4,15.71,426.5,132.8,3700000,1401.08,2433542072,395881767.8,2019
VIN101002,09-06-2019,South,Karnataka,Chennai,Skoda,Skoda Kodiaq,Diesel,3,18.2,411.5,453.8,3400000,1739.64,7615918921,1590685541,2019
VIN101018,19-09-2019,South,Tamil Nadu,Gurgaon,Skoda,Skoda Kushaq,Diesel,6,16.04,84.3,133.8,3800000,2312.48,2503523772,344528787.4,2019
VIN101023,02-03-2019,East,Maharashtra,Chennai,Skoda,Skoda Kushaq,Petrol,6,20.79,176.6,108,3500000,2675,1853887500,229375368.4,2019
VIN101028,27-10-2019,East,Gujarat,Chennai,Skoda,Skoda Kodiaq,Electric,4,18.55,376,373.8,1300000,1824.84,2344434351,536721206.9,2019
VIN101032,23-03-2019,South,Gujarat,Gurgaon,Skoda,Skoda Kyliaq,Electric,3,24.12,71.7,115.8,1200000,2030.32,665411118,154041035.5,2019
VIN101055,05-04-2019,South,Tamil Nadu,Bangalore,Skoda,Skoda Kyliaq,Hybrid,6,20.8,491.2,255.8,1200000,1163.88,1497584937,315815887.7,2019
VIN101061,25-01-2019,West,Haryana,Bangalore,Skoda,Skoda Slavia,Electric,3,20.21,233,361.8,2800000,3729.96,4896512559,551948019.6,2019
VIN101074,22-04-2019,Central,Haryana,Pune,Skoda,Skoda Kyliaq,Petrol,4,23.92,89.7,152.2,1300000,3648,919896800,116598594.2,2019
VIN101094,06-02-2019,West,Maharashtra,Ahmedabad,Skoda,Skoda Kodiaq,Hybrid,4,12.32,340.7,674,4000000,3461.36,13188380420,3089141664,2019
VIN101109,19-03-2019,West,Gujarat,Bangalore,Skoda,Skoda Slavia,Petrol,6,13.29,484.2,654.4,1500000,2339.48,4716630536,1135991648,2019
VIN101110,24-09-2019,West,Haryana,Lucknow,Skoda,Skoda Kyliaq,Diesel,6,15.14,68.6,94,3300000,3493.92,1509946440,193706794,2019
VIN101111,20-12-2019,South,Haryana,Bangalore,Skoda,Skoda Kyliaq,Diesel,4,24.11,294.8,431.2,2400000,1088.2,5115746020,736262528.5,2019
VIN101117,08-04-2019,South,Haryana,Pune,Skoda,Skoda Kushaq,Hybrid,3,15.89,466.1,442,1800000,3432,3788382000,677428193.6,2019
VIN101130,13-11-2019,North,Haryana,Bangalore,Skoda,Skoda Kodiaq,Diesel,4,25,268.4,420.4,3200000,1600.48,6642294776,830296884.5,2019
VIN101132,02-01-2019,West,Tamil Nadu,Lucknow,Skoda,Skoda Slavia,Electric,3,19.44,215.9,150.4,3700000,3087.88,2724347856,377518768.9,2019
VIN101136,27-12-2019,Central,Uttar Pradesh,Bangalore,Skoda,Skoda Kyliaq,Electric,4,13.97,233.1,170.8,2400000,1491.96,2017746654,397292349.9,2019
VIN101139,04-08-2019,South,Karnataka,Chennai,Skoda,Skoda Kushaq,Hybrid,6,20.19,95.4,142,1800000,2342.44,1236421690,154568226.2,2019
VIN101162,23-05-2019,Central,Uttar Pradesh,Lucknow,Skoda,Skoda Slavia,Petrol,6,21.21,153.9,178,2000000,1671.48,1742809570,259929575.5,2019
VIN101164,25-04-2019,Central,Uttar Pradesh,Ahmedabad,Skoda,Skoda Kyliaq,Petrol,6,16.84,378.3,328.2,2200000,2123.28,3523092438,652404086,2019
VIN101166,27-09-2019,South,Gujarat,Lucknow,Skoda,Skoda Kodiaq,Electric,4,17.66,340.6,137.4,2900000,1808.4,1961240730,346999254.4,2019
VIN101168,24-06-2019,West,Karnataka,Ahmedabad,Skoda,Skoda Kyliaq,Hybrid,3,19.63,422.9,178.8,2900000,2249.88,2542315182,312820382.5,2019
VIN101170,25-02-2019,South,Tamil Nadu,Gurgaon,Skoda,Skoda Kushaq,Petrol,6,22.52,104.3,145.4,2200000,1837.6,1566001620,293707007.9,2019
VIN101171,16-04-2019,South,Karnataka,Lucknow,Skoda,Skoda Kodiaq,Electric,3,21.47,426.4,304.2,1100000,3870.4,1525928040,374005211.2,2019
