VIN,SaleDate,Region,State,Plant,Brand,Model,FuelType,No_of_Cylinders,Mileage_mpg,ProductionUnits,SalesUnits,Price,Discount,Revenue,Profit,Year
KIA1410DS228,18-10-2019,North,Uttar Pradesh,Chennai,Kia,Sonet,Petrol,3,42.7,184,282,925819.66,27205,84469778.04,29322997.83,2019
KIA1410DS232,28-04-2019,East,West Bengal,Anantapur,Kia,EV6,EV,0,187.6,132,318,2268563.48,17045,238660958.9,81371812.91,2019
KIA1410DS233,26-01-2019,South,Telangana,Chennai,Kia,EV5,EV,0,160.6,170,324,1955638.3,12998,209805152.4,70929674.16,2019
KIA1410DS271,10-07-2019,West,Maharashtra,Chakan,Kia,Sonet,Petrol,3,41.1,210,333,1168859.84,21120,127399122.2,32349468.12,2019
KIA1410DS278,17-04-2019,North,Uttar Pradesh,Pune,Kia,Sonet,Petrol,3,44.1,127,348,1144134.29,32354,128966513.6,51355472.39,2019
KIA1410DS282,31-01-2019,East,Odisha,Pune,Kia,EV5,EV,0,169.2,111,261,1522230.59,26933,130090890.3,35336776.51,2019
KIA1410DS288,21-06-2019,South,Tamil Nadu,Chakan,Kia,Carnival,Diesel,4,32,175,486,3630234.09,8864,586661954.6,132678056.2,2019
KIA1410DS289,07-02-2019,West,Madhya Pradesh,Pune,Kia,Sonet,Diesel,3,41.6,222,501,1012173.72,24280,164978251.2,47089043.7,2019
KIA1410DS291,12-02-2019,North,Punjab,Chakan,Kia,EV9,EV,0,182.4,120,348,2520212.78,17831,290276286.5,104580331.2,2019
KIA1410DS298,30-06-2019,South,Andhra Pradesh,Chakan,Kia,EV9,EV,0,171.9,168,183,2706438.28,31169,163191426.1,50065274.75,2019
KIA1410DS302,11-07-2019,North,Uttar Pradesh,Anantapur,Kia,EV5,EV,0,162.2,198,492,1701331.49,35951,273122400.4,61720980.71,2019
KIA1410DS306,02-03-2019,North,Uttar Pradesh,Pune,Kia,Carnival,Diesel,4,32.1,219,576,3245424.02,45426,614399619.8,183419933.1,2019
KIA1410DS308,24-05-2019,East,Assam,Pune,Kia,EV9,EV,0,178.6,156,390,2771592.69,47049,354190679.7,92247309.57,2019
KIA1410DS311,30-06-2019,South,Tamil Nadu,Chakan,Kia,EV9,EV,0,172.6,230,462,2385928.48,29343,362914163.9,78715067.82,2019
KIA1410DS314,27-03-2019,North,Uttar Pradesh,Anantapur,Kia,Sonet,Diesel,3,49.2,158,372,1015327.84,42274,120658676.2,46507221.39,2019
KIA1410DS326,13-10-2019,North,Punjab,Pune,Kia,Sonet,Petrol,3,48.6,174,468,1048875.13,18954,160667696.3,48604681.14,2019
KIA1410DS328,05-09-2019,North,Punjab,Anantapur,Kia,Sonet,Diesel,3,54.8,214,621,1157032.23,7954,237859193.6,75033083.45,2019
KIA1410DS333,15-06-2019,West,Gujarat,Pune,Kia,Sonet,Petrol,3,52.1,168,231,1046548.34,6176,80108670.18,29748295.28,2019
KIA1410DS360,05-04-2019,East,Bihar,Chennai,Kia,EV9,EV,0,186.1,145,405,2411762.88,31640,321316588.8,97570768.06,2019
KIA1410DS365,24-11-2019,West,Rajasthan,Chakan,Kia,EV6,EV,0,193.6,168,198,2246105.43,10167,147571936.4,39413039.42,2019
KIA1410DS370,21-11-2019,South,Karnataka,Anantapur,Kia,EV6,EV,0,156.5,247,297,2195850.98,35213,213903160,81043670.19,2019
KIA1410DS382,12-11-2019,South,Karnataka,Chakan,Kia,EV5,EV,0,171.5,109,150,1840238.48,36205,90201674,23437843.55,2019
KIA1410DS392,22-10-2019,North,Delhi,Anantapur,Kia,EV5,EV,0,171.1,209,270,1979899.36,47392,173925662.4,45006267.29,2019
KIA1410DS395,02-10-2019,East,Assam,Pune,Kia,Sonet,Diesel,3,41.4,232,411,1043392.85,10680,141481660.5,39607193.96,2019
KIA1410DS405,29-04-2019,South,Andhra Pradesh,Anantapur,Kia,Niro EV,EV,0,208.9,188,393,1844537.63,22077,238742342.5,50794372.37,2019
KIA1410DS408,14-12-2019,South,Tamil Nadu,Anantapur,Kia,EV6,EV,0,185,146,327,2022450.28,24521,217774291.5,58137762.44,2019
KIA1410DS422,10-08-2019,West,Rajasthan,Pune,Kia,EV5,EV,0,169.4,143,174,1680347.48,46803,94745579.84,31064443.98,2019
KIA1410DS429,19-12-2019,South,Telangana,Chennai,Kia,Carens,Diesel,4,43.7,169,150,1719356.28,32759,84329864,26127711.6,2019
KIA1410DS438,28-10-2019,East,Assam,Anantapur,Kia,EV6,EV,0,185.5,169,345,2003478.72,11241,229107337.8,57088456.41,2019
KIA1410DS440,31-01-2019,East,Assam,Anantapur,Kia,Niro EV,EV,0,187.4,225,675,1915079.45,43112,421192676.3,136203537.7,2019
KIA1410DS456,29-07-2019,West,Maharashtra,Pune,Kia,Sonet,Petrol,3,48.1,142,345,1110853.95,37647,123418799.3,29811142.76,2019
KIA1410DS459,08-08-2019,South,Karnataka,Chennai,Kia,Carens,Petrol,4,42.5,240,411,1552387.86,8692,211486332.8,52531462.49,2019
KIA1410DS468,14-08-2019,East,West Bengal,Chennai,Kia,Niro EV,EV,0,196.6,135,366,1852558.97,45536,220456802.3,60425941.47,2019
KIA1410DS472,20-10-2019,East,West Bengal,Pune,Kia,EV5,EV,0,167.3,176,192,1728127.24,18323,109427471.4,40012637.06,2019
KIA1410DS481,31-01-2019,North,Delhi,Chakan,Kia,Sonet,Petrol,3,45.1,138,291,1082298.99,33081,101774145,31761012.39,2019
KIA1410DS496,30-05-2019,North,Punjab,Pune,Kia,Niro EV,EV,0,189.4,243,183,1973130.06,28382,118629631.7,32180717.05,2019
KIA1410DS497,22-02-2019,North,Punjab,Pune,Kia,Seltos,Diesel,4,46.1,178,411,1496607.89,11542,203454026.9,45264232.21,2019
KIA1410DS501,18-12-2019,East,West Bengal,Chakan,Kia,EV9,EV,0,162.5,127,174,2603912.88,21607,149773741,47124008.29,2019
KIA1410DS502,14-09-2019,West,Madhya Pradesh,Anantapur,Kia,EV9,EV,0,165,175,369,2541035.22,16641,310500489.1,77003284.61,2019
KIA1410DS503,11-10-2019,West,Maharashtra,Pune,Kia,Sonet,Petrol,3,41.8,166,177,1029703.4,15262,59852042.6,14752944.17,2019
KIA1410DS517,15-01-2019,West,Maharashtra,Chennai,Kia,EV9,EV,0,160.1,225,165,2429999.82,17776,132672310.1,45539225.86,2019
KIA1410DS520,28-02-2019,West,Madhya Pradesh,Chennai,Kia,EV5,EV,0,160.6,166,243,1588121,36821,125655300,43714293.63,2019
KIA1410DS521,26-12-2019,West,Maharashtra,Anantapur,Kia,Carnival,Diesel,4,30.3,140,204,3303483.08,37050,222117449.4,55799622.66,2019
KIA1410DS547,05-01-2019,East,Odisha,Anantapur,Kia,Carens,Diesel,4,38.9,210,279,1798561.92,35331,163980475.6,61425163.44,2019
KIA1410DS561,09-08-2019,West,Maharashtra,Chennai,Kia,EV5,EV,0,161.6,235,354,1795942.18,28098,208605613.2,76722023.48,2019
KIA1410DS565,21-04-2019,West,Rajasthan,Anantapur,Kia,Sonet,Petrol,3,52.9,208,525,1007697.74,21395,172602979.5,61979541.89,2019
KIA1410DS567,20-02-2019,North,Delhi,Chakan,Kia,Carnival,Diesel,4,30.6,108,174,3456210.89,24856,199018583.6,69441126.69,2019
KIA1410DS579,11-09-2019,East,Bihar,Pune,Kia,EV6,EV,0,196.9,163,303,2259058.15,17066,226441207.1,83700707.26,2019
KIA1410DS583,04-06-2019,West,Gujarat,Chakan,Kia,EV5,EV,0,164.6,241,585,1510777.88,43974,286026756.6,82552817.27,2019
KIA1410DS588,19-03-2019,East,Bihar,Chennai,Kia,EV6,EV,0,190.7,213,543,2161536.56,49827,382219430.4,99767983.69,2019
KIA1410DS592,11-12-2019,South,Tamil Nadu,Chakan,Kia,EV9,EV,0,183.8,156,390,2357978.69,41612,301127669.7,100781953.2,2019
KIA1410DS594,29-09-2019,North,Haryana,Anantapur,Kia,Seltos,Diesel,4,35,146,222,1476482.02,29666,107064385.5,33261900.77,2019
KIA1410DS598,07-05-2019,North,Haryana,Chakan,Kia,EV6,EV,0,150.2,186,366,2139874.93,25453,257959475.5,70883131.69,2019
KIA1410DS602,04-12-2019,South,Tamil Nadu,Chennai,Kia,Seltos,Diesel,4,35.6,212,375,1289565.02,6562,160375377.5,49965137.93,2019
KIA1410DS619,14-02-2019,East,West Bengal,Anantapur,Kia,Seltos,Petrol,4,48.6,130,279,1431477.4,42995,129128863.2,28563760.5,2019
KIA1410DS620,13-03-2019,South,Karnataka,Chakan,Kia,Niro EV,EV,0,185.6,136,183,2171446.88,27574,130776245.7,29502081.48,2019
KIA1410DS624,07-10-2019,North,Uttar Pradesh,Chennai,Kia,EV5,EV,0,172.7,219,327,1917390.53,43951,204204908.8,62710356.25,2019
KIA1410DS627,30-09-2019,North,Uttar Pradesh,Chakan,Kia,Niro EV,EV,0,200.7,113,165,1981138.5,40297,106746282.5,24873793.91,2019
KIA1410DS634,24-10-2019,North,Uttar Pradesh,Anantapur,Kia,EV6,EV,0,188,185,210,2355100.47,24085,163171082.9,43565191.73,2019
KIA1410DS636,27-04-2019,West,Madhya Pradesh,Anantapur,Kia,EV5,EV,0,171,236,663,1870059.65,16962,409534580.7,98227962.36,2019
KIA1410DS637,30-09-2019,East,Odisha,Anantapur,Kia,EV5,EV,0,162.4,177,423,1733749.32,47346,237782868.1,71387522.66,2019
KIA1410DS646,12-09-2019,East,Odisha,Anantapur,Kia,Seltos,Diesel,4,38.3,126,285,1254489.53,48548,114564445.4,45462614.65,2019
KIA1410DS648,13-10-2019,North,Punjab,Pune,Kia,Seltos,Petrol,4,35.7,228,258,1404812.62,29069,118313951.3,25506435.06,2019
KIA1410DS674,17-02-2019,North,Punjab,Pune,Kia,Seltos,Petrol,4,37.3,163,252,1422468.93,35679,116490354.1,43276101.12,2019
KIA1410DS687,18-07-2019,North,Uttar Pradesh,Chennai,Kia,Niro EV,EV,0,195.1,222,513,1967914.81,19865,333116517.5,94908355.41,2019
KIA1410DS691,14-12-2019,West,Rajasthan,Chennai,Kia,Sonet,Petrol,3,43.6,104,285,1180023.29,30054,109247082.6,38692912.35,2019
KIA1410DS697,01-01-2019,West,Rajasthan,Anantapur,Kia,Sonet,Diesel,3,52.7,197,564,1052353.68,23150,193490291.8,39340188.54,2019
KIA1410DS701,23-10-2019,North,Punjab,Anantapur,Kia,Sonet,Petrol,3,42,220,201,1104332.75,34790,71659364.25,16569454.52,2019
KIA1410DS707,15-06-2019,East,West Bengal,Pune,Kia,Sonet,Petrol,3,40.5,246,357,1154099.5,44923,131992003.5,35122131.8,2019
KIA1410DS712,15-06-2019,West,Madhya Pradesh,Anantapur,Kia,Carens,Diesel,4,41.2,109,297,1659327.66,9258,163356896.3,63228611.37,2019
KIA1410DS720,07-02-2019,West,Madhya Pradesh,Chakan,Kia,Seltos,Petrol,4,42.3,210,447,1351174.97,10892,199702162.5,63775232.02,2019
KIA1410DS726,11-07-2019,North,Delhi,Pune,Kia,Sonet,Petrol,3,43.8,110,294,1002382.55,14235,96838459.9,33152812.73,2019
KIA1410DS728,11-04-2019,West,Madhya Pradesh,Anantapur,Kia,EV6,EV,0,189.3,194,453,2059653.51,43537,304433593,71999908.42,2019
KIA1410DS736,28-06-2019,North,Delhi,Chennai,Kia,Carens,Diesel,4,40.2,194,324,1775119.56,18889,189672900.5,41176376.71,2019
KIA1410DS738,01-04-2019,West,Madhya Pradesh,Chennai,Kia,Carens,Diesel,4,41.9,179,279,1656132.89,7498,153323044.8,34762011.16,2019
KIA1410DS739,12-05-2019,East,Bihar,Chennai,Kia,EV6,EV,0,166.2,118,279,2035854.49,23242,187172961.6,57167823.94,2019
KIA1410DS742,02-03-2019,South,Andhra Pradesh,Chennai,Kia,EV5,EV,0,161.5,110,327,1938461.66,17764,209356044.9,77077927.45,2019
KIA1410DS756,05-06-2019,East,West Bengal,Chennai,Kia,EV9,EV,0,172.6,120,273,2537003.58,48402,226462743.8,74929376.4,2019
KIA1410DS766,11-08-2019,North,Uttar Pradesh,Anantapur,Kia,EV6,EV,0,173.2,167,474,2192275.69,6140,345409439,137581831.4,2019
KIA1410DS775,03-05-2019,South,Tamil Nadu,Chennai,Kia,Seltos,Petrol,4,42.7,130,285,1378079.69,36647,127436105.6,34633071.2,2019
KIA1410DS787,25-09-2019,North,Uttar Pradesh,Anantapur,Kia,EV6,EV,0,161,202,369,2261109.35,44942,272588584.1,80490897.73,2019
KIA1410DS804,05-08-2019,West,Gujarat,Chakan,Kia,Seltos,Petrol,4,43.3,109,294,1310801.82,44774,124070726.4,31551888.51,2019
KIA1410DS805,31-07-2019,East,Assam,Chennai,Kia,Niro EV,EV,0,201.2,108,300,2172928.31,9138,216379031,59000591.05,2019
KIA1410DS823,24-05-2019,South,Telangana,Chakan,Kia,Carens,Petrol,4,43.7,198,177,1360180.06,43528,77682471.54,19431855.67,2019
KIA1410DS825,18-04-2019,West,Maharashtra,Chennai,Kia,Sonet,Diesel,3,44.2,193,222,913206.86,45227,64230509.64,21292529.51,2019
KIA1410DS826,19-08-2019,North,Punjab,Chakan,Kia,EV9,EV,0,176.8,222,645,2774136.75,46400,586463401.3,215897143.4,2019
KIA1410DS833,05-06-2019,North,Haryana,Chakan,Kia,Carnival,Diesel,4,33,231,252,3257684.25,10586,272756253,60926601.61,2019
KIA1410DS835,17-03-2019,West,Rajasthan,Chakan,Kia,Seltos,Petrol,4,45.4,116,336,1352726.86,49864,145920640.3,35915610.46,2019
KIA1410DS851,07-08-2019,West,Maharashtra,Pune,Kia,Seltos,Petrol,4,41.4,113,336,1437021.65,28257,157781640.8,50508636.25,2019
KIA1410DS852,12-07-2019,South,Tamil Nadu,Chakan,Kia,Sonet,Petrol,3,44.2,147,339,951327.94,46918,102198323.2,22399083.62,2019
KIA1410DS861,11-01-2019,North,Punjab,Anantapur,Kia,EV5,EV,0,173.9,164,243,1869697.15,37427,148413882.2,37508849.59,2019
KIA1410DS871,14-10-2019,West,Rajasthan,Anantapur,Kia,Carens,Petrol,4,45,224,444,1635432.73,11684,240314812,85703877.47,2019
KIA1410DS875,16-11-2019,West,Gujarat,Anantapur,Kia,EV6,EV,0,187.1,154,357,2470129.01,39018,289302210.2,59484503.34,2019
KIA1410DS877,18-08-2019,West,Maharashtra,Chakan,Kia,Sonet,Diesel,3,52,147,156,989924.31,39175,49438964.12,15286892.34,2019
KIA1410DS880,22-01-2019,South,Tamil Nadu,Anantapur,Kia,Niro EV,EV,0,182.5,113,282,2182698.55,47151,200741469.7,43488973.35,2019
KIA1410DS893,15-04-2019,East,Assam,Chakan,Kia,EV6,EV,0,172.7,156,393,2453155.85,15309,319357937.4,87432314.69,2019
KIA1410DS899,01-06-2019,North,Haryana,Chakan,Kia,Carnival,Diesel,4,28.9,173,324,3149410.61,23207,337629989.9,132295156.9,2019
KIA1410DS901,10-04-2019,North,Delhi,Anantapur,Kia,Seltos,Petrol,4,40.3,180,498,1234576.49,44468,197558009.3,70431115.57,2019
KIA1410DS912,26-09-2019,South,Telangana,Anantapur,Kia,Seltos,Petrol,4,42.1,232,558,1256678.37,38149,226646462.8,81206681.3,2019
KIA1410DS913,01-06-2019,East,Bihar,Pune,Kia,Carens,Diesel,4,40.2,176,423,1532231.92,30078,211803702.7,75260105.31,2019
KIA1410DS918,03-11-2019,West,Maharashtra,Anantapur,Kia,Niro EV,EV,0,192.6,140,309,2128498.17,35415,215587566.5,79570457.18,2019
KIA1410DS922,12-03-2019,West,Madhya Pradesh,Anantapur,Kia,EV6,EV,0,189,179,495,2154481.34,29492,350623241.1,89778378.78,2019
KIA1410DS930,30-01-2019,East,Odisha,Pune,Kia,EV5,EV,0,163,224,630,1717035.63,21925,355973232.3,102947628.2,2019
KIA1410DS942,20-06-2019,West,Madhya Pradesh,Chakan,Kia,Sonet,Petrol,3,51.5,206,351,1174043.27,16761,135402025.6,53618754.51,2019
KIA1410DS946,10-09-2019,West,Madhya Pradesh,Pune,Kia,EV9,EV,0,172.8,117,312,2684843.5,42390,274815164,93554424.4,2019
KIA1410DS953,14-10-2019,North,Punjab,Pune,Kia,Niro EV,EV,0,186.2,102,150,1842137.44,5433,91835222,25823829.94,2019
KIA1410DS954,11-04-2019,East,Assam,Anantapur,Kia,EV6,EV,0,180.4,247,333,2073275.65,40356,225654081.1,48046932.56,2019
KIA1410DS955,04-08-2019,North,Haryana,Chennai,Kia,EV6,EV,0,183.3,130,300,2225255.81,29770,219548581,77213639,2019
KIA1410DS956,13-06-2019,East,West Bengal,Chennai,Kia,Niro EV,EV,0,188,224,150,2067888.91,43655,101211695.5,23491582.47,2019
KIA1410DS957,18-06-2019,North,Delhi,Chennai,Kia,Sonet,Diesel,3,54.4,208,348,1079127.32,33443,121299381.1,41255143.4,2019
KIA1410DS971,01-02-2019,South,Andhra Pradesh,Pune,Kia,Sonet,Petrol,3,44.5,125,249,1176123.53,31605,94995037.99,29489417.3,2019
KIA1410DS974,09-12-2019,South,Tamil Nadu,Chennai,Kia,Sonet,Petrol,3,47.5,156,429,908159.28,37207,124546176,39655110.23,2019
KIA1410DS982,20-02-2019,West,Madhya Pradesh,Chakan,Kia,EV5,EV,0,163.3,162,234,1706921.27,33663,130514145.1,30442636.25,2019
KIA1410DS990,19-06-2019,North,Punjab,Anantapur,Kia,Carnival,Diesel,4,29.1,150,267,3888634.43,22658,344071902.3,92175285.54,2019
KIA1410DS1016,29-11-2019,East,Bihar,Chakan,Kia,Carens,Petrol,4,43,138,327,1600570.94,43287,169743949.5,58479704.81,2019
KIA1410DS1020,09-06-2019,South,Tamil Nadu,Chennai,Kia,Seltos,Petrol,4,47.6,131,387,1389577.7,25067,176021880.3,37298244.12,2019
KIA1410DS1028,07-11-2019,East,Bihar,Chakan,Kia,EV5,EV,0,169.9,148,264,1938414.66,39965,167063570.1,44739781.73,2019
KIA1410DS1031,25-06-2019,North,Haryana,Chakan,Kia,Seltos,Petrol,4,46.2,145,369,1226160.72,7434,149903386.6,57650545.47,2019
KIA1410DS1032,14-02-2019,North,Uttar Pradesh,Chennai,Kia,EV5,EV,0,169.7,126,354,1587878.38,33448,183422784.8,50638997.88,2019
KIA1410DS1033,20-04-2019,North,Uttar Pradesh,Pune,Kia,Seltos,Diesel,4,42.5,156,468,1275596.06,8906,197603649.4,77227256.47,2019
KIA1410DS1034,09-09-2019,North,Uttar Pradesh,Chennai,Kia,EV5,EV,0,173.8,179,312,1639101.78,32521,167084401.1,56467447.64,2019
KIA1410DS1038,14-04-2019,West,Rajasthan,Pune,Kia,Niro EV,EV,0,202.3,230,588,2062386.91,39673,396451926.4,125010297.5,2019
KIA1410DS1043,23-06-2019,East,West Bengal,Anantapur,Kia,Carens,Petrol,4,39.8,165,426,1528920.48,8474,215903400.2,63627927.54,2019
KIA1410DS1054,05-03-2019,North,Haryana,Anantapur,Kia,EV5,EV,0,168.8,234,495,1555618.15,21810,253078344.7,71286677.46,2019
KIA1410DS1059,08-03-2019,East,West Bengal,Chakan,Kia,Niro EV,EV,0,206.4,108,279,1811907.34,11888,167401798.6,39883392.1,2019
KIA1410DS1073,27-05-2019,South,Telangana,Anantapur,Kia,Niro EV,EV,0,186.2,123,291,1826479.06,35742,173701494.8,68204451.88,2019
KIA1410DS1088,17-06-2019,South,Tamil Nadu,Pune,Kia,EV5,EV,0,169.7,214,213,1996505.37,14715,140707116.3,48222531.43,2019
KIA1410DS1098,08-12-2019,South,Karnataka,Pune,Kia,Niro EV,EV,0,203.6,224,249,2033485.66,37074,165702167.8,35603507.84,2019
KIA1410DS1102,15-09-2019,North,Haryana,Chakan,Kia,EV6,EV,0,177.8,147,189,2337112.08,24766,145677803,35875490.46,2019
KIA1410DS1106,21-02-2019,South,Andhra Pradesh,Chennai,Kia,EV6,EV,0,195.6,138,306,2133904.46,40767,213500020.9,76016839.89,2019
KIA1410DS1112,05-08-2019,South,Karnataka,Chennai,Kia,Carnival,Diesel,4,33.2,189,435,3985570.36,30688,573457942.2,172281607.2,2019
KIA1410DS1125,06-02-2019,South,Telangana,Chennai,Kia,Sonet,Diesel,3,43.1,140,375,921041.61,42850,109773951.3,40208268.97,2019
KIA1410DS1127,27-11-2019,East,West Bengal,Chakan,Kia,EV5,EV,0,162.7,197,336,1592981.61,13566,176894548.3,67708899.04,2019
KIA1410DS1129,12-05-2019,North,Uttar Pradesh,Chennai,Kia,EV5,EV,0,165.6,128,216,1937406.12,49208,135950264.6,40867485.38,2019
KIA1410DS1130,13-11-2019,South,Andhra Pradesh,Chennai,Kia,Niro EV,EV,0,202.5,211,498,2191010.67,21217,360185749.2,91820261.44,2019
KIA1410DS1154,09-10-2019,East,Bihar,Anantapur,Kia,Niro EV,EV,0,185.8,146,417,1908030.68,38493,259865737.5,61706564.55,2019
KIA1410DS1157,07-08-2019,North,Uttar Pradesh,Chakan,Kia,Seltos,Diesel,4,37.3,189,414,1143451.63,16612,155503868.9,50236275.61,2019
KIA1410DS1159,24-08-2019,South,Andhra Pradesh,Chakan,Kia,EV6,EV,0,194.6,246,555,2478140.69,43027,450496032.7,96808725,2019
KIA1410DS1163,07-11-2019,North,Delhi,Pune,Kia,EV5,EV,0,168.7,156,330,1665319.64,27352,180176440.4,66291425.37,2019
KIA1410DS1166,29-09-2019,North,Delhi,Pune,Kia,Carens,Petrol,4,45,167,324,1718536.44,14894,183993383.5,47833675.66,2019
KIA1410DS1178,22-01-2019,West,Maharashtra,Chakan,Kia,EV6,EV,0,174.3,199,447,2214965.47,16118,327628273,79903766.26,2019
KIA1410DS1182,21-08-2019,South,Karnataka,Chakan,Kia,Carnival,Diesel,4,34.8,182,483,3854280.79,35018,614901309.2,224844612.2,2019
KIA1410DS1190,25-03-2019,South,Karnataka,Anantapur,Kia,Sonet,Diesel,3,53.3,215,438,1021609.25,39680,143361670.5,33648685.67,2019
KIA1410DS1191,31-03-2019,North,Delhi,Anantapur,Kia,Niro EV,EV,0,188.6,112,162,1842249.63,20409,98379394.02,21524019.37,2019
KIA1410DS1192,22-07-2019,East,Assam,Pune,Kia,EV6,EV,0,170.1,125,258,2179427.73,10530,186525204.8,57051445.66,2019
KIA1410DS1193,11-03-2019,South,Andhra Pradesh,Pune,Kia,EV9,EV,0,187.3,167,267,2715201.4,15426,240280010.6,66493882.88,2019
KIA1410DS1195,10-04-2019,South,Telangana,Pune,Kia,Carens,Diesel,4,41.2,183,546,1634482.39,37809,290594557,98052483.84,2019
KIA1410DS1207,17-01-2019,North,Uttar Pradesh,Pune,Kia,Carnival,Diesel,4,28.6,163,468,3928959.95,30450,608167552.2,240640372,2019
KIA1410DS1212,29-11-2019,East,Bihar,Anantapur,Kia,Niro EV,EV,0,193.8,185,354,1803038.84,28013,209453049.1,46896290.29,2019
KIA1410DS1230,09-11-2019,East,Assam,Anantapur,Kia,EV5,EV,0,160.2,187,279,1758526.19,36806,160119977.7,58553729.81,2019
KIA1410DS1231,01-06-2019,South,Karnataka,Pune,Kia,Sonet,Diesel,3,50.3,250,699,974060.26,25851,220932757.6,70186385.71,2019
KIA1410DS1237,12-10-2019,East,Bihar,Chennai,Kia,Carens,Petrol,4,40.2,133,306,1514422.24,14187,153023994.5,41631944.6,2019
KIA1410DS1239,27-07-2019,South,Tamil Nadu,Pune,Kia,Carnival,Diesel,4,32.3,109,324,3190411.2,49248,339245625.6,123530590.1,2019
KIA1410DS1250,29-07-2019,East,Bihar,Anantapur,Kia,EV6,EV,0,182,178,303,2369375.76,43776,234885575.8,85360327.77,2019
