VIN,SaleDate,Region,State,Plant,Brand,Model,FuelType,No_of_Cylinders,Mileage_mpg,ProductionUnits,SalesUnits,Price,Discount,Revenue,Profit,Year
MAR2110SD103,01-02-2020,West,Gujarat,Gurgaon,Maruti Nexa,Ignis,Petrol,4,20.89,136.6,393,6,1200,21900000,3800000,2020
MAR2110SD104,05-02-2020,East,Odisha,Manesar,Maruti Nexa,S-Cross,Diesel,4,24,83.4,194.4,10,3000,18800000,3500000,2020
MAR2110SD105,09-02-2020,North,Delhi,Gurgaon,Maruti Nexa,XL6,Petrol,4,19.01,305.4,305.4,11,2500,35750000,7000000,2020
MAR2110SD106,13-02-2020,South,Tamil Nadu,Manesar,Maruti Nexa,Baleno,Petrol,4,23.87,131.6,166.4,7,1500,24850000,4100000,2020
MAR2110SD107,17-02-2020,West,Maharashtra,Gurgaon,Maruti Nexa,Ciaz,Petrol,4,20.65,249,951.2,10,2000,32800000,6700000,2020
MAR2110SD108,21-02-2020,East,West Bengal,Manesar,Maruti Nexa,Ignis,Petrol,4,20.89,459.6,552.4,6,1200,22500000,3900000,2020
MAR2110SD109,25-02-2020,North,Uttar Pradesh,Gurgaon,Maruti Nexa,S-Cross,Diesel,4,24,293.6,349.2,10,3000,19200000,3600000,2020
MAR2110SD110,29-02-2020,South,Karnataka,Manesar,Maruti Nexa,XL6,Petrol,4,19.01,159,459,11,2500,36850000,7200000,2020
MAR2110SD111,04-03-2020,West,Gujarat,Gurgaon,Maruti Nexa,Baleno,Petrol,4,23.87,84.8,293.8,7,1500,25550000,4200000,2020
MAR2110SD112,08-03-2020,East,Odisha,Manesar,Maruti Nexa,Ciaz,Petrol,4,20.65,376.8,413.8,10,2000,33800000,6900000,2020
MAR2110SD113,12-03-2020,North,Delhi,Gurgaon,Maruti Nexa,Ignis,Petrol,4,20.89,411.4,682.2,6,1200,23100000,4000000,2020
MAR2110SD114,16-03-2020,South,Tamil Nadu,Manesar,Maruti Nexa,S-Cross,Diesel,4,24,112.6,201,10,3000,19800000,3700000,2020
MAR2110SD115,20-03-2020,West,Maharashtra,Gurgaon,Maruti Nexa,XL6,Petrol,4,19.01,585,589,11,2500,37950000,7400000,2020
MAR2110SD116,24-03-2020,East,West Bengal,Manesar,Maruti Nexa,Baleno,Petrol,4,23.87,133,671.8,7,1500,26250000,4300000,2020
MAR2110SD117,28-03-2020,North,Uttar Pradesh,Gurgaon,Maruti Nexa,Ciaz,Petrol,4,20.65,251.4,311.4,10,2000,34800000,7100000,2020
MAR2110SD118,01-04-2020,South,Karnataka,Manesar,Maruti Nexa,Ignis,Petrol,4,20.89,647.8,766.2,6,1200,23700000,4100000,2020
MAR2110SD119,05-04-2020,West,Gujarat,Gurgaon,Maruti Nexa,S-Cross,Diesel,4,24,165.4,181.4,10,3000,20200000,3800000,2020
MAR2110SD120,09-04-2020,East,Odisha,Manesar,Maruti Nexa,XL6,Petrol,4,19.01,173,829.4,11,2500,39050000,7600000,2020
MAR2110SD121,13-04-2020,North,Delhi,Gurgaon,Maruti Nexa,Baleno,Petrol,4,23.87,950.6,977.2,7,1500,26950000,4400000,2020
MAR2110SD122,17-04-2020,South,Tamil Nadu,Manesar,Maruti Nexa,Ciaz,Petrol,4,20.65,422.8,589,10,2000,35800000,7300000,2020
MAR2110SD123,21-04-2020,West,Maharashtra,Gurgaon,Maruti Nexa,Ignis,Petrol,4,20.89,462,549.2,6,1200,24300000,4200000,2020
MAR2110SD124,25-04-2020,East,West Bengal,Manesar,Maruti Nexa,S-Cross,Diesel,4,24,303,590.2,10,3000,20800000,3900000,2020
MAR2110SD125,29-04-2020,North,Uttar Pradesh,Gurgaon,Maruti Nexa,XL6,Petrol,4,19.01,105.8,179.2,11,2500,40150000,7800000,2020
MAR2110SD126,03-05-2020,South,Karnataka,Manesar,Maruti Nexa,Baleno,Petrol,4,23.87,360,969.2,7,1500,27650000,4500000,2020
MAR2110SD127,07-05-2020,West,Gujarat,Gurgaon,Maruti Nexa,Ciaz,Petrol,4,20.65,175.2,182,10,2000,36800000,7500000,2020
MAR2110SD128,11-05-2020,East,Odisha,Manesar,Maruti Nexa,Ignis,Petrol,4,20.89,83.4,948.8,6,1200,24900000,4300000,2020
MAR2110SD129,15-05-2020,North,Delhi,Gurgaon,Maruti Nexa,S-Cross,Diesel,4,24,120.2,322.4,10,3000,21200000,4000000,2020
MAR2110SD130,19-05-2020,South,Tamil Nadu,Manesar,Maruti Nexa,XL6,Petrol,4,19.01,512,579,11,2500,41250000,8000000,2020
MAR2110SD131,23-05-2020,West,Maharashtra,Gurgaon,Maruti Nexa,Baleno,Petrol,4,23.87,92.4,108.8,7,1500,28350000,4600000,2020
MAR2110SD132,27-05-2020,East,West Bengal,Manesar,Maruti Nexa,Ciaz,Petrol,4,20.65,709.4,960.6,10,2000,37800000,7700000,2020
MAR2110SD133,31-05-2020,North,Uttar Pradesh,Gurgaon,Maruti Nexa,Ignis,Petrol,4,20.89,202.2,835.6,6,1200,25500000,4400000,2020
MAR2110SD134,04-06-2020,South,Karnataka,Manesar,Maruti Nexa,S-Cross,Diesel,4,24,182.2,707.6,10,3000,21800000,4100000,2020
MAR2110SD135,08-06-2020,West,Gujarat,Gurgaon,Maruti Nexa,XL6,Petrol,4,19.01,837.8,933.2,11,2500,42350000,8200000,2020
MAR2110SD136,12-06-2020,East,Odisha,Manesar,Maruti Nexa,Baleno,Petrol,4,23.87,291.4,389.6,7,1500,29050000,4700000,2020
MAR2110SD137,16-06-2020,North,Delhi,Gurgaon,Maruti Nexa,Ciaz,Petrol,4,20.65,748.8,755.8,10,2000,38800000,7900000,2020
MAR2110SD138,20-06-2020,South,Tamil Nadu,Manesar,Maruti Nexa,Ignis,Petrol,4,20.89,486.4,681.2,6,1200,26100000,4500000,2020
MAR2110SD139,24-06-2020,West,Maharashtra,Gurgaon,Maruti Nexa,S-Cross,Diesel,4,24,199.4,340,10,3000,22200000,4200000,2020
MAR2110SD140,28-06-2020,East,West Bengal,Manesar,Maruti Nexa,XL6,Petrol,4,19.01,614.2,936.2,11,2500,43450000,8400000,2020
MAR2110SD141,02-07-2020,North,Uttar Pradesh,Gurgaon,Maruti Nexa,Baleno,Petrol,4,23.87,86.6,122.4,7,1500,29750000,4800000,2020
MAR2110SD142,06-07-2020,South,Karnataka,Manesar,Maruti Nexa,Ciaz,Petrol,4,20.65,170.2,179.2,10,2000,39800000,8100000,2020
MAR2110SD143,10-07-2020,West,Gujarat,Gurgaon,Maruti Nexa,Ignis,Petrol,4,20.89,81.8,101.4,6,1200,26700000,4600000,2020
MAR2110SD144,14-07-2020,East,Odisha,Manesar,Maruti Nexa,S-Cross,Diesel,4,24,192,763.2,10,3000,22800000,4300000,2020
MAR2110SD145,18-07-2020,North,Delhi,Gurgaon,Maruti Nexa,XL6,Petrol,4,19.01,614,785.6,11,2500,44550000,8600000,2020
MAR2110SD146,22-07-2020,South,Tamil Nadu,Manesar,Maruti Nexa,Baleno,Petrol,4,23.87,92.6,113,7,1500,30450000,4900000,2020
MAR2110SD147,26-07-2020,West,Maharashtra,Gurgaon,Maruti Nexa,Ciaz,Petrol,4,20.65,127.6,750.4,10,2000,40800000,8300000,2020
MAR2110SD148,30-07-2020,East,West Bengal,Manesar,Maruti Nexa,Ignis,Petrol,4,20.89,565,740.2,6,1200,27300000,4700000,2020
MAR2110SD149,03-08-2020,North,Uttar Pradesh,Gurgaon,Maruti Nexa,S-Cross,Diesel,4,24,377.6,970.6,10,3000,23200000,4400000,2020
MAR2110SD150,07-08-2020,South,Karnataka,Manesar,Maruti Nexa,XL6,Petrol,4,19.01,153.6,200.4,11,2500,45650000,8800000,2020
MAR2110SD151,11-08-2020,West,Gujarat,Gurgaon,Maruti Nexa,Baleno,Petrol,4,23.87,110.2,363.4,7,1500,31150000,5000000,2020
MAR2110SD152,15-08-2020,East,Odisha,Manesar,Maruti Nexa,Ciaz,Petrol,4,20.65,328.6,588.2,10,2000,41800000,8500000,2020
MAR2110SD153,19-08-2020,North,Delhi,Gurgaon,Maruti Nexa,Ignis,Petrol,4,20.89,120.6,736.2,6,1200,27900000,4800000,2020
MAR2110SD154,23-08-2020,South,Tamil Nadu,Manesar,Maruti Nexa,S-Cross,Diesel,4,24,225.2,958,10,3000,23800000,4500000,2020
MAR2110SD155,27-08-2020,West,Maharashtra,Gurgaon,Maruti Nexa,XL6,Petrol,4,19.01,693.2,799.8,11,2500,46750000,9000000,2020
MAR2110SD156,31-08-2020,East,West Bengal,Manesar,Maruti Nexa,Baleno,Petrol,4,23.87,335,812.2,7,1500,31850000,5100000,2020
MAR2110SD157,04-09-2020,North,Uttar Pradesh,Gurgaon,Maruti Nexa,Ciaz,Petrol,4,20.65,562.2,871.6,10,2000,42800000,8700000,2020
MAR2110SD158,08-09-2020,South,Karnataka,Manesar,Maruti Nexa,Ignis,Petrol,4,20.89,213.6,431.2,6,1200,28500000,4900000,2020
MAR2110SD159,12-09-2020,West,Gujarat,Gurgaon,Maruti Nexa,S-Cross,Diesel,4,24,305.2,782,10,3000,24200000,4600000,2020
MAR2110SD160,16-09-2020,East,Odisha,Manesar,Maruti Nexa,XL6,Petrol,4,19.01,275.4,935,11,2500,47850000,9200000,2020
MAR2110SD161,20-09-2020,North,Delhi,Gurgaon,Maruti Nexa,Baleno,Petrol,4,23.87,267.8,687.4,7,1500,32550000,5200000,2020
MAR2110SD162,24-09-2020,South,Tamil Nadu,Manesar,Maruti Nexa,Ciaz,Petrol,4,20.65,385.8,508,10,2000,43800000,8900000,2020
MAR2110SD163,28-09-2020,West,Maharashtra,Gurgaon,Maruti Nexa,Ignis,Petrol,4,20.89,389.8,401.2,6,1200,29100000,5000000,2020
MAR2110SD164,02-10-2020,East,West Bengal,Manesar,Maruti Nexa,S-Cross,Diesel,4,24,665.4,779.6,10,3000,24800000,4700000,2020
MAR2110SD165,06-10-2020,North,Uttar Pradesh,Gurgaon,Maruti Nexa,XL6,Petrol,4,19.01,801.4,808.2,11,2500,48950000,9400000,2020
MAR2110SD166,10-10-2020,South,Karnataka,Manesar,Maruti Nexa,Baleno,Petrol,4,23.87,228.8,278.8,7,1500,33250000,5300000,2020
MAR2110SD167,14-10-2020,West,Gujarat,Gurgaon,Maruti Nexa,Ciaz,Petrol,4,20.65,437,647.6,10,2000,44800000,9100000,2020
MAR2110SD168,18-10-2020,East,Odisha,Manesar,Maruti Nexa,Ignis,Petrol,4,20.89,152.2,731.2,6,1200,29700000,5100000,2020
MAR2110SD169,22-10-2020,North,Delhi,Gurgaon,Maruti Nexa,S-Cross,Diesel,4,24,227,765,10,3000,25200000,4800000,2020
MAR2110SD170,26-10-2020,South,Tamil Nadu,Manesar,Maruti Nexa,XL6,Petrol,4,19.01,247.2,343,11,2500,50050000,9600000,2020
MAR2110SD171,30-10-2020,West,Maharashtra,Gurgaon,Maruti Nexa,Baleno,Petrol,4,23.87,804.6,814.6,7,1500,33950000,5400000,2020
MAR2110SD172,03-11-2020,East,West Bengal,Manesar,Maruti Nexa,Ciaz,Petrol,4,20.65,465,598,10,2000,45800000,9300000,2020
MAR2110SD173,07-11-2020,North,Uttar Pradesh,Gurgaon,Maruti Nexa,Ignis,Petrol,4,20.89,90.6,143.8,6,1200,30300000,5200000,2020
MAR2110SD174,11-11-2020,South,Karnataka,Manesar,Maruti Nexa,S-Cross,Diesel,4,24,409.6,416,10,3000,25800000,4900000,2020
MAR2110SD175,15-11-2020,West,Gujarat,Gurgaon,Maruti Nexa,XL6,Petrol,4,19.01,158.8,636,11,2500,51150000,9800000,2020
