VIN,SaleDate,Region,State,Plant,Brand,Model,FuelType,No_of_Cylinders,Mileage_mpg,ProductionUnits,SalesUnits,Price,Discount,Revenue,Profit,Year
HYU1410SD0297,31-03-2019,North,Uttar Pradesh,Chennai,Hyundai,i20,Diesel,4,41.6,105.6,89.8,10.12,20851,68795149,16587479.91,2019
HYU1410SD0303,30-04-2019,North,Himachal Pradesh,Chennai,Hyundai,Creta,Diesel,4,30.2,153.32,154.2,16.11,23485,249681515,53508676.48,2019
HYU1410SD0309,31-10-2019,East,Odisha,Chennai,Hyundai,Creta,Diesel,4,34.3,112.52,232.8,14.11,47425,117065575,32364270.42,2019
HYU1410SD0311,01-11-2019,Export,Bangladesh,Chennai,Hyundai,Verna,Diesel,4,35.4,195.56,83.4,13.55,23435,96181565,19939094.25,2019
HYU1410SD0323,26-06-2019,Export,Nepal,Chennai,Hyundai,Venue,Petrol,3,41.4,153.48,102.8,7.12,21910,88978090,21198306.19,2019
HYU1410SD0327,31-03-2019,South,Andhra Pradesh,Chennai,Hyundai,Grand i10 Nios,Petrol,4,51.3,23.92,94,6.55,14995,70725005,17564974.43,2019
HYU1410SD0328,27-01-2019,North,Himachal Pradesh,Chennai,Hyundai,Grand i10 Nios,Diesel,3,46.8,111.64,327.6,8.29,26061,116862939,25048422.24,2019
HYU1410SD0334,09-04-2019,Export,Sri Lanka,Chennai,Hyundai,i20,Diesel,4,43.2,101.72,346.2,8.73,13197,70699803,15024417.3,2019
HYU1410SD0356,08-04-2019,Export,South Africa,Chennai,Hyundai,Verna,Diesel,4,37.5,82.24,84.6,14.15,43673,155606327,38196117.83,2019
HYU1410SD0362,27-05-2019,South,Tamil Nadu,Chennai,Hyundai,Grand i10 Nios,Petrol,4,50.6,122.68,277,7.39,42879,93810121,21400355.7,2019
HYU1410SD0368,30-04-2019,South,Kerala,Chennai,Hyundai,Grand i10 Nios,Petrol,4,50.7,176.64,178.2,6.55,21093,38623907,7334812.73,2019
HYU1410SD0369,30-01-2019,North,Punjab,Chennai,Hyundai,Venue,Petrol,3,39.2,50.6,116.8,8.49,23935,74688065,16749858.63,2019
HYU1410SD0374,16-10-2019,North,Delhi,Chennai,Hyundai,i20,Diesel,4,41.7,163,325.8,8.61,16518,43033482,8214414.276,2019
HYU1410SD0380,12-05-2019,West,Rajasthan,Chennai,Hyundai,i20,Diesel,4,42,171.4,483.2,9.91,492,83243508,15384264.34,2019
HYU1410SD0393,19-08-2019,West,Maharashtra,Chennai,Hyundai,Grand i10 Nios,Petrol,4,50.2,197.32,272.6,7.5,30567,97469433,26337739.97,2019
HYU1410SD0414,25-08-2019,North,Haryana,Chennai,Hyundai,i20,Diesel,4,44.8,111.84,501.6,8.99,23276,44926724,11691104.19,2019
HYU1410SD0416,09-03-2019,Export,Nepal,Chennai,Hyundai,Creta,Diesel,4,34.9,140.6,697.8,15.92,36357,178267643,35058565.71,2019
HYU1410SD0419,29-09-2019,East,Bihar,Chennai,Hyundai,Venue,Petrol,3,41.4,184.6,803.6,9.58,8437,111119563,20601653.92,2019
HYU1410SD0422,08-10-2019,North,Punjab,Chennai,Hyundai,Alcazar,Petrol,4,30.7,80.92,356,19.98,12181,185801819,37081357.67,2019
HYU1410SD0442,12-02-2019,Export,Bangladesh,Chennai,Hyundai,Venue,Diesel,4,36,181.56,701.8,10.31,17017,60811983,16039202.2,2019
HYU1410SD0446,13-08-2019,East,Bihar,Chennai,Hyundai,Verna,Petrol,4,41.5,40.68,150.6,11.94,9420,90734580,17503547.52,2019
HYU1410SD0448,30-07-2019,West,Goa,Chennai,Hyundai,Exter,Petrol,3,54.9,171.36,179.8,6.85,46702,62288298,11492816.96,2019
HYU1410SD0454,14-06-2019,West,Goa,Chennai,Hyundai,Grand i10 Nios,Diesel,3,49.7,133.16,492.2,8.2,10661,108229339,23430259.34,2019
HYU1410SD0467,24-08-2019,East,Odisha,Chennai,Hyundai,i20,Diesel,4,43.1,49.4,136.8,9.03,3618,129125382,30416543.04,2019
HYU1410SD0472,02-09-2019,West,Gujarat,Chennai,Hyundai,i20,Diesel,4,42.3,134.44,277.8,10.06,44651,74399349,20132840.02,2019
HYU1410SD0490,07-07-2019,South,Karnataka,Chennai,Hyundai,Grand i10 Nios,Diesel,3,46.3,124,535.6,8.83,3248,45029752,8177036.202,2019
HYU1410SD0492,31-03-2019,East,Bihar,Chennai,Hyundai,i20,Petrol,4,45.8,105.16,150.8,9.07,39539,137824461,38503974.13,2019
HYU1410SD0493,12-07-2019,South,Andhra Pradesh,Chennai,Hyundai,Alcazar,Petrol,4,31.9,99.04,147.6,19.83,27545,230000455,55804193.51,2019
HYU1410SD0497,03-03-2019,East,Bihar,Chennai,Hyundai,Verna,Petrol,4,40.9,169.48,792.2,10.62,43230,127396770,27010280.41,2019
HYU1410SD0515,29-07-2019,West,Goa,Chennai,Hyundai,i20,Petrol,4,47.3,36.52,160.8,8.52,25270,85174730,15740759.61,2019
HYU1410SD0520,07-08-2019,West,Maharashtra,Chennai,Hyundai,i20,Diesel,4,43.3,193.4,171.8,8.99,18788,142023212,30828393.48,2019
HYU1410SD0535,15-09-2019,Export,South Africa,Chennai,Hyundai,Creta,Diesel,4,31.3,119.56,242.2,14.95,19496,137520504,30698467.73,2019
HYU1410SD0536,19-06-2019,West,Goa,Chennai,Hyundai,i20,Diesel,4,43.2,34.92,135.2,9.84,32680,75735320,20375348.83,2019
HYU1410SD0540,27-11-2019,West,Gujarat,Chennai,Hyundai,Exter,Petrol,3,53.3,29.72,108.6,7.26,3097,51542903,11587146.67,2019
HYU1410SD0544,12-05-2019,Export,Dubai,Chennai,Hyundai,Verna,Diesel,4,37,118.56,491.4,13.81,28236,89736764,18235410.74,2019
HYU1410SD0549,05-06-2019,South,Telangana,Chennai,Hyundai,Alcazar,Petrol,4,32,198.28,247,18.9,24656,243785344,52298711.54,2019
HYU1410SD0551,28-07-2019,West,Maharashtra,Chennai,Hyundai,Grand i10 Nios,Petrol,4,50.3,52.32,91.4,7.99,26875,43918125,12113555.83,2019
HYU1410SD0568,02-05-2019,West,Gujarat,Chennai,Hyundai,i20,Petrol,4,47.7,29.4,66,7.84,49520,51694480,9508749.373,2019
HYU1410SD0585,09-01-2019,West,Goa,Chennai,Hyundai,Creta,Petrol,4,36.1,35,161,13.78,8693,221849307,41325590.93,2019
HYU1410SD0590,17-07-2019,South,Karnataka,Chennai,Hyundai,Creta,Diesel,4,31,29,66,15.46,18485,102017515,25555082.09,2019
HYU1410SD0591,26-03-2019,Export,Bangladesh,Chennai,Hyundai,Grand i10 Nios,Petrol,4,48.2,26.4,74,7.46,17701,55186299,11846419.39,2019
HYU1410SD0616,09-11-2019,Export,South Africa,Chennai,Hyundai,Grand i10 Nios,Diesel,3,45.8,20.8,50,8.9,1421,44498579,12442696.26,2019
HYU1410SD0618,04-09-2019,North,Uttar Pradesh,Chennai,Hyundai,Grand i10 Nios,Diesel,3,47.7,26.4,117,8.14,22611,95215389,20445654.11,2019
HYU1410SD0619,03-06-2019,North,Jammu & Kashmir,Chennai,Hyundai,i20,Diesel,4,44.8,29.4,101,10.38,811,104837189,25594226.02,2019
HYU1410SD0622,25-12-2019,South,Karnataka,Chennai,Hyundai,Grand i10 Nios,Diesel,3,47.4,34,78,7.48,42038,58301962,13585442.45,2019
HYU1410SD0626,30-05-2019,East,West Bengal,Chennai,Hyundai,i20,Diesel,4,41.2,26.6,66,9.57,18538,63143462,16159377,2019
HYU1410SD0627,03-12-2019,Export,Sri Lanka,Chennai,Hyundai,Grand i10 Nios,Petrol,4,52,25.6,90,6.96,36370,62603630,14539546.51,2019
HYU1410SD0629,15-02-2019,Export,Nepal,Chennai,Hyundai,Alcazar,Petrol,4,31.2,27.6,130,18.95,23138,246326862,44662159.55,2019
HYU1410SD0631,11-11-2019,South,Tamil Nadu,Chennai,Hyundai,Creta,Diesel,4,31,21,90,17.61,46392,158443608,39112873.57,2019
HYU1410SD0634,12-03-2019,South,Andhra Pradesh,Chennai,Hyundai,Exter,Petrol,3,50.7,30.6,136,7.21,41003,98014997,25389340.74,2019
HYU1410SD0639,02-03-2019,West,Goa,Chennai,Hyundai,Creta,Diesel,4,30.1,23.4,110,17.88,1682,196678318,41070448.49,2019
HYU1410SD0643,28-06-2019,East,Odisha,Chennai,Hyundai,Creta,Diesel,4,33.5,32.8,120,14.58,44337,174915663,42946889.93,2019
HYU1410SD0646,20-01-2019,Export,Sri Lanka,Chennai,Hyundai,Exter,Petrol,3,52.9,39.6,57,7.34,47021,41790979,7709380.267,2019
HYU1410SD0652,17-08-2019,Export,Dubai,Chennai,Hyundai,Verna,Petrol,4,39.5,28.2,123,11.5,16378,141433622,29981098.13,2019
HYU1410SD0653,05-08-2019,Export,Bangladesh,Chennai,Hyundai,Exter,Petrol,3,54.1,35.8,140,7.2,18,100799982,27022548.34,2019
HYU1410SD0656,09-06-2019,Export,Bangladesh,Chennai,Hyundai,i20,Diesel,4,43.4,33,147,8.59,7382,126265618,32845491.99,2019
HYU1410SD0661,04-03-2019,East,Bihar,Chennai,Hyundai,Grand i10 Nios,Petrol,4,48.4,39.4,69,7.96,26678,54897322,12158048.04,2019
HYU1410SD0662,24-03-2019,South,Kerala,Chennai,Hyundai,Grand i10 Nios,Petrol,4,52.7,22.2,76,7.85,3382,59656618,15805751.86,2019
HYU1410SD0668,29-08-2019,East,Odisha,Chennai,Hyundai,Venue,Petrol,3,43.6,33,76,8.48,15717,64432283,16094205.68,2019
HYU1410SD0669,13-02-2019,North,Jammu & Kashmir,Chennai,Hyundai,i20,Petrol,4,46,29.6,79,8,1772,63198228,13398450.04,2019
HYU1410SD0673,15-06-2019,West,Gujarat,Chennai,Hyundai,Creta,Petrol,4,38.1,24.8,108,12.92,12435,139523565,35946711.35,2019
HYU1410SD0676,16-08-2019,West,Rajasthan,Chennai,Hyundai,Grand i10 Nios,Diesel,3,47,33.2,130,7.29,27590,94742410,24988708.16,2019
HYU1410SD0694,10-04-2019,North,Punjab,Chennai,Hyundai,Venue,Diesel,4,37.8,21.2,59,11.34,29461,66876539,17287441.28,2019
HYU1410SD0712,01-05-2019,North,Delhi,Chennai,Hyundai,Verna,Diesel,4,36.4,39.6,102,12.47,10578,127183422,26197490.59,2019
HYU1410SD0716,15-09-2019,North,Delhi,Chennai,Hyundai,Grand i10 Nios,Diesel,3,48.1,23.4,115,7.35,20614,84504386,15626222.99,2019
HYU1410SD0733,05-01-2019,North,Punjab,Chennai,Hyundai,Creta,Petrol,4,36.3,36.8,145,13.6,6076,197193924,48523949.5,2019
HYU1410SD0740,07-10-2019,Export,Dubai,Chennai,Hyundai,Creta,Diesel,4,30,21.4,99,16.64,25328,164710672,45027798.09,2019
HYU1410SD0743,06-06-2019,North,Punjab,Chennai,Hyundai,Creta,Diesel,4,33,20.6,74,17.17,42842,127015158,22971877.64,2019
HYU1410SD0749,18-06-2019,West,Goa,Chennai,Hyundai,Verna,Diesel,4,36.5,39.2,187,12.16,24846,227367154,46966386.98,2019
HYU1410SD0752,24-03-2019,West,Maharashtra,Chennai,Hyundai,Creta,Petrol,4,36.1,33.6,141,12.77,10338,180046662,40439289.06,2019
HYU1410SD0759,02-04-2019,South,Tamil Nadu,Chennai,Hyundai,Venue,Petrol,3,43.3,28.6,106,8.74,39649,92604351,24586530.72,2019
HYU1410SD0760,31-05-2019,Export,Dubai,Chennai,Hyundai,Grand i10 Nios,Petrol,4,52.9,26.8,64,6.36,47312,40656688,9101082.88,2019
HYU1410SD0761,29-09-2019,South,Kerala,Chennai,Hyundai,Grand i10 Nios,Petrol,4,49.4,38,154,6.72,16117,103471883,27016742.47,2019
HYU1410SD0773,26-03-2019,Export,Bangladesh,Chennai,Hyundai,Alcazar,Diesel,4,25.4,21.2,78,18.23,13829,142180171,27686391.81,2019
HYU1410SD0781,18-07-2019,East,Assam,Chennai,Hyundai,i20,Petrol,4,46.2,24.6,105,7.6,38573,79761427,19567111.98,2019
HYU1410SD0783,25-03-2019,North,Himachal Pradesh,Chennai,Hyundai,Verna,Diesel,4,35.5,31.6,65,13.79,48378,89586622,19469744.13,2019
HYU1410SD0786,18-04-2019,Export,Nepal,Chennai,Hyundai,Venue,Diesel,4,34.2,40,97,11.23,15390,108915610,23307204.98,2019
HYU1410SD0810,16-05-2019,Export,Nepal,Chennai,Hyundai,Grand i10 Nios,Petrol,4,51.7,24,105,7.73,41681,81123319,15297232.15,2019
HYU1410SD0814,31-01-2019,North,Haryana,Chennai,Hyundai,Verna,Diesel,4,35.9,32.4,114,14.35,5446,163584554,35482053.83,2019
HYU1410SD0817,17-04-2019,North,Jammu & Kashmir,Chennai,Hyundai,i20,Diesel,4,40.5,36.6,155,9.34,42297,144727703,38961991.35,2019
HYU1410SD0820,19-08-2019,South,Kerala,Chennai,Hyundai,Alcazar,Diesel,4,29,37,72,18.93,17629,136278371,33444644.85,2019
HYU1410SD0828,18-02-2019,Export,Nepal,Chennai,Hyundai,Venue,Diesel,4,37.4,21.8,105,11.43,3072,120011928,22515382.14,2019
HYU1410SD0844,24-07-2019,West,Gujarat,Chennai,Hyundai,Alcazar,Diesel,4,25.2,30.2,133,18.64,12807,247899193,67797132.56,2019
HYU1410SD0869,09-09-2019,Export,Bangladesh,Chennai,Hyundai,Grand i10 Nios,Petrol,4,51.5,20,52,6.96,43159,36148841,8670931.959,2019
HYU1410SD0872,23-05-2019,West,Goa,Chennai,Hyundai,Venue,Petrol,3,43.4,23,68,9.6,33664,65246336,13467856.18,2019
HYU1410SD0874,14-09-2019,West,Gujarat,Chennai,Hyundai,Alcazar,Diesel,4,27.1,32,136,20.41,11871,277564129,63518228.08,2019
HYU1410SD0876,18-04-2019,South,Tamil Nadu,Chennai,Hyundai,Verna,Diesel,4,36.1,24.4,104,13.17,36194,136931806,29456085.98,2019
HYU1410SD0877,30-06-2019,West,Gujarat,Chennai,Hyundai,Verna,Petrol,4,41.8,32.6,97,12.03,41024,116649976,30790193.43,2019
HYU1410SD0878,11-07-2019,East,West Bengal,Chennai,Hyundai,Alcazar,Petrol,4,31.9,30.4,147,16.98,3136,249602864,65377537.49,2019
HYU1410SD0879,25-10-2019,North,Uttar Pradesh,Chennai,Hyundai,Venue,Petrol,3,40,32.8,118,9.28,36748,109467252,20090965.89,2019
HYU1410SD0889,16-06-2019,East,Bihar,Chennai,Hyundai,Alcazar,Diesel,4,29.9,35.2,62,19.31,48065,119673935,26406502,2019
HYU1410SD0896,30-08-2019,East,Bihar,Chennai,Hyundai,Grand i10 Nios,Diesel,3,48.4,38.2,182,8.93,40855,162485145,30543273.65,2019
HYU1410SD0899,08-10-2019,North,Uttar Pradesh,Chennai,Hyundai,Venue,Petrol,3,43.6,23.4,60,8.91,29820,53430180,11114007.11,2019
HYU1410SD0905,31-10-2019,Export,South Africa,Chennai,Hyundai,Verna,Petrol,4,38.6,33,90,10.46,35387,94104613,22862052.38,2019
HYU1410SD0907,15-10-2019,East,Bihar,Chennai,Hyundai,Verna,Diesel,4,37.2,25.4,110,14.66,21108,161238892,36484080.35,2019
HYU1410SD0915,23-01-2019,Export,Nepal,Chennai,Hyundai,Exter,Petrol,3,54,31.8,78,7.38,27112,57536888,13066339.19,2019
HYU1410SD0917,11-02-2019,East,West Bengal,Chennai,Hyundai,Creta,Petrol,4,38.4,22.6,96,14.65,36625,140603375,33652685.98,2019
HYU1410SD0921,01-08-2019,Export,South Africa,Chennai,Hyundai,i20,Diesel,4,42.2,34.4,150,9.51,34750,142615250,31958244.28,2019
HYU1410SD0927,20-11-2019,West,Goa,Chennai,Hyundai,Verna,Petrol,4,40.1,33.4,151,11.59,10313,174998687,47900282.01,2019
HYU1410SD0939,20-10-2019,Export,Nepal,Chennai,Hyundai,Alcazar,Petrol,4,31.7,25.4,109,19.11,9544,208289456,39230163.08,2019
HYU1410SD0941,30-04-2019,Export,Bangladesh,Chennai,Hyundai,Grand i10 Nios,Diesel,3,47.6,39.2,157,8.54,27016,134050984,34140370.05,2019
HYU1410SD0944,04-06-2019,East,Bihar,Chennai,Hyundai,Creta,Petrol,4,35.7,37.6,176,14.66,26058,257989942,48697252.25,2019
HYU1410SD0945,03-04-2019,South,Tamil Nadu,Chennai,Hyundai,Alcazar,Diesel,4,26.6,28.8,129,18.87,30051,243392949,58409587.8,2019
HYU1410SD0953,17-09-2019,South,Andhra Pradesh,Chennai,Hyundai,Grand i10 Nios,Diesel,3,48.4,22,108,8.14,13628,87898372,23199982.26,2019
HYU1410SD0957,02-06-2019,Export,South Africa,Chennai,Hyundai,Alcazar,Petrol,4,31.4,28.4,55,16.6,4094,91295906,24864795.29,2019
HYU1410SD0973,07-07-2019,South,Kerala,Chennai,Hyundai,Grand i10 Nios,Diesel,3,46,25.2,109,7.18,46886,78215114,21605890.14,2019
HYU1410SD0974,25-06-2019,East,Bihar,Chennai,Hyundai,Verna,Petrol,4,40,32.2,89,11.3,3145,100566855,24452765.32,2019
HYU1410SD0975,29-06-2019,South,Kerala,Chennai,Hyundai,Exter,Petrol,3,52.4,27,53,7.17,16528,37984472,10043600.65,2019
HYU1410SD0986,15-01-2019,North,Haryana,Chennai,Hyundai,Verna,Petrol,4,40.7,36.6,153,10.92,20069,167055931,30861985.31,2019
HYU1410SD0999,14-06-2019,South,Karnataka,Chennai,Hyundai,Verna,Diesel,4,35.4,178.12,811.2,14.42,44821,164343179,39430634.54,2019
HYU1410SD1001,07-08-2019,East,Bihar,Chennai,Hyundai,Alcazar,Petrol,4,28.9,170.72,646.4,16.81,24265,112602735,26320338.99,2019
HYU1410SD1003,08-05-2019,Export,Bangladesh,Chennai,Hyundai,Grand i10 Nios,Diesel,3,48.5,49.28,85.4,8.24,27612,108740388,22228101.8,2019
HYU1410SD1009,01-04-2019,Export,Nepal,Chennai,Hyundai,Exter,Petrol,3,54.9,156.6,111.6,6.54,33434,38552566,9281859.471,2019
HYU1410SD1017,18-02-2019,Export,South Africa,Chennai,Hyundai,Grand i10 Nios,Diesel,3,48.9,109.64,496.4,8.05,40544,46649456,9838872.529,2019
HYU1410SD1030,04-04-2019,Export,Sri Lanka,Chennai,Hyundai,Creta,Petrol,4,38.1,35.8,100,14.9,11487,148988513,39181603.04,2019
HYU1410SD1032,29-12-2019,Export,Dubai,Chennai,Hyundai,Alcazar,Diesel,4,29.4,35,99,18.89,11232,186999768,49086905.7,2019
HYU1410SD1036,23-05-2019,Export,Nepal,Chennai,Hyundai,Venue,Diesel,4,35.9,26.4,70,10.98,37455,76822545,20533650.33,2019
HYU1410SD1038,01-08-2019,North,Haryana,Chennai,Hyundai,i20,Diesel,4,41.5,26.4,88,8.93,27872,78556128,19766420.99,2019
HYU1410SD1040,09-02-2019,West,Rajasthan,Chennai,Hyundai,Alcazar,Petrol,4,28.7,28.8,137,16.62,31555,227662445,63143790.51,2019
HYU1410SD1055,11-08-2019,West,Maharashtra,Chennai,Hyundai,Creta,Diesel,4,33.3,172,179.4,16.23,37474,238543526,57696144.52,2019
HYU1410SD1066,01-06-2019,East,Odisha,Chennai,Hyundai,i20,Diesel,4,42.9,166.68,478.2,8.74,41306,115326694,25941839.52,2019
HYU1410SD1067,31-12-2019,North,Jammu & Kashmir,Chennai,Hyundai,Verna,Petrol,4,41.4,129.24,463.8,11.23,8197,79724803,19050016.72,2019
HYU1410SD1075,23-01-2019,South,Andhra Pradesh,Chennai,Hyundai,Venue,Diesel,4,37.6,49.2,171,10.52,29456,72558544,19014054.25,2019
HYU1410SD1076,15-09-2019,North,Uttar Pradesh,Chennai,Hyundai,Verna,Petrol,4,39.9,106.64,313.6,12.4,13520,130186480,32315261.32,2019
HYU1410SD1090,15-01-2019,Export,Nepal,Chennai,Hyundai,Creta,Petrol,4,36.9,38.2,154,11.14,17152,171538848,38536969.83,2019
HYU1410SD1098,12-07-2019,East,West Bengal,Chennai,Hyundai,Grand i10 Nios,Petrol,4,53,26.8,54,6.48,20577,34971423,8229379.493,2019
HYU1410SD1100,16-03-2019,North,Jammu & Kashmir,Chennai,Hyundai,Alcazar,Diesel,4,27.9,38.8,137,18.77,8379,257140621,71139555.9,2019
HYU1410SD1105,10-12-2019,South,Kerala,Chennai,Hyundai,Verna,Petrol,4,38.9,37.4,55,12.67,25467,69659533,15444562.95,2019
HYU1410SD1107,24-12-2019,South,Kerala,Chennai,Hyundai,Verna,Petrol,4,40.2,39,54,10.1,45948,54494052,10984792.69,2019
HYU1410SD1118,12-12-2019,North,Himachal Pradesh,Chennai,Hyundai,Alcazar,Diesel,4,25.6,34,133,21.75,37986,289237014,77509397.17,2019
HYU1410SD1121,10-10-2019,North,Haryana,Chennai,Hyundai,Creta,Petrol,4,35.2,37,172,12.44,35905,213932095,47816132.57,2019
HYU1410SD1132,11-11-2019,East,West Bengal,Chennai,Hyundai,Grand i10 Nios,Diesel,3,45.2,23.4,81,7.46,14432,60411568,16799071.98,2019
HYU1410SD1138,31-10-2019,West,Goa,Chennai,Hyundai,Alcazar,Petrol,4,31.3,20.6,66,17.42,38419,114933581,31957625.07,2019
HYU1410SD1139,10-02-2019,East,Bihar,Chennai,Hyundai,Venue,Petrol,3,43.9,37.8,158,7.65,443,120869557,26664278.06,2019
