VIN,SaleDate,Region,State,Plant,Brand,Model,FuelType,No_of_Cylinders,Mileage_mpg,ProductionUnits,SalesUnits,Price,Discount,Revenue,Profit,Year
TAT1410SD589,04-06-2021,South,Kerala,Pune,Tata,Tigor,Petrol,3,39.9,484.8,612.6,19.31,16761,529304000,132141472,2023
TAT1410SD590,06-06-2021,East,Odisha,Pune,Tata,Tiago EV,EV,0,152.2,192.6,117.8,8.93,42390,599590000,125136300,2023
TAT1410SD591,07-06-2021,North,Delhi,Pune,Tata,Nexon EV,EV,0,196.9,158.5,89.6,8.91,5433,1526114000,449568856,2023
TAT1410SD592,08-06-2021,South,Telangana,Ranjangaon,Tata,Tigor EV,EV,0,169.6,353.2,154.2,10.46,40356,866892000,274005068,2023
TAT1410SD593,09-06-2021,West,Gujarat,Pune,Tata,Tiago,Diesel,3,49.7,112.7,154.6,14.66,29770,560538000,187520594,2023
TAT1410SD594,11-06-2021,North,Rajasthan,Pune,Tata,Altroz,Petrol,4,52.2,140.4,238.8,7.38,43655,506640000,129195958,2023
TAT1410SD595,13-06-2021,South,Karnataka,Ranjangaon,Tata,Punch,Petrol,3,58.7,58.2,80,14.65,33443,576609000,171104523,2023
TAT1410SD596,15-06-2021,East,Bihar,Pune,Tata,Harrier,Diesel,4,48.2,113.2,176.2,9.51,31605,777775000,204062366,2023
TAT1410SD597,16-06-2021,North,Jharkhand,Pune,Tata,Safari,Diesel,4,36.7,343.1,273,11.59,37207,1068150000,349354020,2023
TAT1410SD598,17-06-2021,West,Maharashtra,Ranjangaon,Tata,Nexon,Petrol,4,46.7,128.9,233,19.11,33663,956875000,274286770,2023
TAT1410SD599,19-06-2021,South,Kerala,Pune,Tata,Tigor,Petrol,3,39.9,462.9,854.2,8.54,22658,536388000,133905912,2023
TAT1410SD600,21-06-2021,East,Odisha,Pune,Tata,Tiago EV,EV,0,152.2,137,230.2,14.66,43287,607775000,126846975,2023
TAT1410SD601,22-06-2021,North,Delhi,Pune,Tata,Nexon EV,EV,0,196.9,355.7,470.6,18.87,25067,1547160000,455760600,2023
TAT1410SD602,23-06-2021,South,Telangana,Ranjangaon,Tata,Tigor EV,EV,0,169.6,145.2,213.4,8.14,39965,879632000,278030656,2023
TAT1410SD603,24-06-2021,West,Gujarat,Pune,Tata,Tiago,Diesel,3,49.7,235.5,242.8,16.6,7434,568716000,190259546,2023
TAT1410SD604,26-06-2021,North,Rajasthan,Pune,Tata,Altroz,Petrol,4,52.2,406.6,505,7.18,33448,513705000,130940918,2023
TAT1410SD605,28-06-2021,South,Karnataka,Ranjangaon,Tata,Punch,Petrol,3,58.7,104.7,118,11.3,8906,584702000,173515412,2023
TAT1410SD606,30-06-2021,East,Bihar,Pune,Tata,Harrier,Diesel,4,48.2,56.3,94.4,7.17,32521,788810000,206950344,2023
TAT1410SD607,01-07-2021,North,Jharkhand,Pune,Tata,Safari,Diesel,4,36.7,432.9,171.8,10.92,39673,1082672000,354115600,2023
TAT1410SD608,02-07-2021,West,Maharashtra,Ranjangaon,Tata,Nexon,Petrol,4,46.7,486.6,253.8,14.42,8474,970625000,278200148,2023
TAT1410SD609,04-07-2021,South,Kerala,Pune,Tata,Tigor,Petrol,3,39.9,445.4,176.2,16.81,21810,543472000,135655384,2023
TAT1410SD610,06-07-2021,East,Odisha,Pune,Tata,Tiago EV,EV,0,152.2,247.7,326.8,8.24,11888,615960000,128557650,2023
TAT1410SD611,07-07-2021,North,Delhi,Pune,Tata,Nexon EV,EV,0,196.9,421.2,477.8,6.54,35742,1568206000,461962312,2023
TAT1410SD612,08-07-2021,South,Telangana,Ranjangaon,Tata,Tigor EV,EV,0,169.6,228.3,152.6,8.05,14715,892372000,282054245,2023
TAT1410SD613,09-07-2021,West,Gujarat,Pune,Tata,Tiago,Diesel,3,49.7,466.1,685,14.9,37074,576894000,193028498,2023
TAT1410SD614,11-07-2021,North,Rajasthan,Pune,Tata,Altroz,Petrol,4,52.2,70.8,125.8,18.89,24766,520770000,132758385,2023
TAT1410SD615,13-07-2021,South,Karnataka,Ranjangaon,Tata,Punch,Petrol,3,58.7,171.1,120.4,10.98,40767,592795000,175926300,2023
TAT1410SD616,15-07-2021,East,Bihar,Pune,Tata,Harrier,Diesel,4,48.2,392.4,443.2,8.93,30688,799845000,209841804,2023
TAT1410SD617,16-07-2021,North,Jharkhand,Pune,Tata,Safari,Diesel,4,36.7,415.7,147.6,16.62,42850,1097200000,358877140,2023
TAT1410SD618,17-07-2021,West,Maharashtra,Ranjangaon,Tata,Nexon,Petrol,4,46.7,153.4,283.6,16.23,13566,984375000,282106726,2023
TAT1410SD619,19-07-2021,South,Kerala,Pune,Tata,Tigor,Petrol,3,39.9,245.3,401.4,8.74,49208,550556000,137420108,2023
TAT1410SD620,21-07-2021,East,Odisha,Pune,Tata,Tiago EV,EV,0,152.2,405.9,421.8,11.23,21217,624145000,130268325,2023
TAT1410SD621,22-07-2021,North,Delhi,Pune,Tata,Nexon EV,EV,0,196.9,224,95.2,10.52,38493,1589252000,468164024,2023
TAT1410SD622,23-07-2021,South,Telangana,Ranjangaon,Tata,Tigor EV,EV,0,169.6,207.5,308,12.4,16612,905112000,286082987,2023
TAT1410SD623,24-07-2021,West,Gujarat,Pune,Tata,Tiago,Diesel,3,49.7,242.8,450.2,11.14,43027,585072000,195797455,2023
TAT1410SD624,26-07-2021,North,Rajasthan,Pune,Tata,Altroz,Petrol,4,52.2,81.3,140.8,6.48,27352,527835000,134575850,2023
TAT1410SD625,28-07-2021,South,Karnataka,Ranjangaon,Tata,Punch,Petrol,3,58.7,333.9,518.8,18.77,14894,600888000,178337190,2023
TAT1410SD626,30-07-2021,East,Bihar,Pune,Tata,Harrier,Diesel,4,48.2,267.7,99.2,12.67,16118,810880000,212731464,2023
TAT1410SD627,31-07-2021,North,Jharkhand,Pune,Tata,Safari,Diesel,4,36.7,366.1,504.2,10.1,35018,1111722000,363638712,2023
TAT1410SD628,01-08-2021,West,Maharashtra,Ranjangaon,Tata,Nexon,Petrol,4,46.7,468.8,143.8,21.75,39680,998125000,286013304,2023
TAT1410SD629,03-08-2021,South,Kerala,Pune,Tata,Tigor,Petrol,3,39.9,98.8,197.4,12.44,20409,557640000,139194560,2023
TAT1410SD630,05-08-2021,East,Odisha,Pune,Tata,Tiago EV,EV,0,152.2,219.9,85,7.46,10530,632330000,131979000,2023
TAT1410SD631,06-08-2021,North,Delhi,Pune,Tata,Nexon EV,EV,0,196.9,153.3,303.2,17.42,15426,1610300000,474365752,2023
TAT1410SD632,07-08-2021,South,Telangana,Ranjangaon,Tata,Tigor EV,EV,0,169.6,426.1,776.4,7.65,37809,917852000,290111666,2023
TAT1410SD633,08-08-2021,West,Gujarat,Pune,Tata,Tiago,Diesel,3,49.7,259.3,499.6,8.64,30450,593250000,198536417,2023
TAT1410SD634,10-08-2021,North,Rajasthan,Pune,Tata,Altroz,Petrol,4,52.2,456.7,250.6,7.12,28013,534900000,136393320,2023
TAT1410SD635,12-08-2021,South,Karnataka,Ranjangaon,Tata,Punch,Petrol,3,58.7,91.7,117.4,12.78,36806,608981000,180748079,2023
TAT1410SD636,14-08-2021,East,Bihar,Pune,Tata,Harrier,Diesel,4,48.2,50.3,80.6,12.9,25851,821915000,215621128,2023
TAT1410SD637,15-08-2021,North,Jharkhand,Pune,Tata,Safari,Diesel,4,36.7,116,86.4,18.7,14187,1126244000,368400288,2023
TAT1410SD638,16-08-2021,West,Maharashtra,Ranjangaon,Tata,Nexon,Petrol,4,46.7,304.5,238.8,14.64,49248,1011875000,290005782,2023
TAT1410SD639,18-08-2021,South,Kerala,Pune,Tata,Tigor,Petrol,3,39.9,98.2,131,9.42,43776,564724000,140959080,2023
TAT1410SD640,20-08-2021,East,Odisha,Pune,Tata,Tiago EV,EV,0,152.2,343.4,488.6,19.92,6596,640515000,133690025,2023
TAT1410SD641,21-08-2021,North,Delhi,Pune,Tata,Nexon EV,EV,0,196.9,291,475.6,15.11,7535,1631346000,480567464,2023
TAT1410SD642,22-08-2021,South,Telangana,Ranjangaon,Tata,Tigor EV,EV,0,169.6,399.2,601,8.44,29965,930592000,294155180,2023
TAT1410SD643,23-08-2021,West,Gujarat,Pune,Tata,Tiago,Diesel,3,49.7,323.5,374.4,12.88,12900,601428000,201275369,2023
